БЕ,Класс ЕО,Тип конструкции,Техместо,МВЗ,Модель ЕО,ЕО,Наименоваание ЕО,Дата начала эксплуатации,Дата завершения эксплуатации,Среднесуточная наработка,Наработка 1.03.2022,Дата время начала работ,Дата время завершения работ,Год,Месяц,Вид ТОИР,"Время простоя, час"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-01-30 08:00:00,2024-01-30 08:39:36,2024,1,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-01-30 08:00:00,2024-01-30 08:39:36,2024,1,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-01-31 08:00:00,2024-01-31 08:39:36,2024,1,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-01-31 08:00:00,2024-01-31 08:39:36,2024,1,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-01-31 17:26:24,2024-02-01 13:26:24,2024,1,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-01 08:00:00,2024-02-01 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-01 08:00:00,2024-02-01 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-02 08:00:00,2024-02-02 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-02 08:00:00,2024-02-02 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-03 08:00:00,2024-02-03 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-03 08:00:00,2024-02-03 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-04 08:00:00,2024-02-04 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-04 08:00:00,2024-02-04 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-05 08:00:00,2024-02-05 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-05 08:00:00,2024-02-05 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-06 04:19:12,2024-02-07 00:19:12,2024,2,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-06 08:00:00,2024-02-06 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-06 08:00:00,2024-02-06 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-07 08:00:00,2024-02-07 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-07 08:00:00,2024-02-07 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-08 08:00:00,2024-02-08 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-08 08:00:00,2024-02-08 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-09 08:00:00,2024-02-09 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-09 08:00:00,2024-02-09 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-10 08:00:00,2024-02-10 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-10 08:00:00,2024-02-10 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-11 08:00:00,2024-02-11 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-11 08:00:00,2024-02-11 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-12 08:00:00,2024-02-12 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-12 08:00:00,2024-02-12 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-13 05:34:48,2024-02-14 01:34:48,2024,2,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-13 08:00:00,2024-02-13 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-13 08:00:00,2024-02-13 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-14 08:00:00,2024-02-14 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-14 08:00:00,2024-02-14 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-15 00:36:00,2024-02-15 06:06:00,2024,2,ТО-1000,"5,5"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-15 08:00:00,2024-02-15 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-15 08:00:00,2024-02-15 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-16 08:00:00,2024-02-16 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-16 08:00:00,2024-02-16 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-17 08:00:00,2024-02-17 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-17 08:00:00,2024-02-17 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-17 12:14:24,2024-02-17 19:56:24,2024,2,ТО-2000,"7,7"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-18 08:00:00,2024-02-18 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-18 08:00:00,2024-02-18 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-19 05:52:48,2024-02-20 01:52:48,2024,2,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-19 08:00:00,2024-02-19 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-19 08:00:00,2024-02-19 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-20 08:00:00,2024-02-20 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-20 08:00:00,2024-02-20 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-21 08:00:00,2024-02-21 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-21 08:00:00,2024-02-21 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-22 08:00:00,2024-02-22 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-22 08:00:00,2024-02-22 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-23 08:00:00,2024-02-23 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-23 08:00:00,2024-02-23 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-24 08:00:00,2024-02-24 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-24 08:00:00,2024-02-24 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-25 08:00:00,2024-02-25 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-25 08:00:00,2024-02-25 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-25 17:43:12,2024-02-26 13:43:12,2024,2,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-26 08:00:00,2024-02-26 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-26 08:00:00,2024-02-26 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-27 08:00:00,2024-02-27 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-27 08:00:00,2024-02-27 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-28 08:00:00,2024-02-28 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-28 08:00:00,2024-02-28 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-02-29 08:00:00,2024-02-29 08:39:36,2024,2,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-02-29 08:00:00,2024-02-29 08:39:36,2024,2,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-01 08:00:00,2024-03-01 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-01 08:00:00,2024-03-01 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-02 08:00:00,2024-03-02 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-02 08:00:00,2024-03-02 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-03 07:26:24,2024-03-04 03:26:24,2024,3,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-03 08:00:00,2024-03-03 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-03 08:00:00,2024-03-03 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-04 08:00:00,2024-03-04 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-04 08:00:00,2024-03-04 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-05 08:00:00,2024-03-05 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-05 08:00:00,2024-03-05 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-06 08:00:00,2024-03-06 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-06 08:00:00,2024-03-06 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-07 08:00:00,2024-03-07 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-07 08:00:00,2024-03-07 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-08 08:00:00,2024-03-08 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-08 08:00:00,2024-03-08 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-09 05:51:36,2024-03-10 01:51:36,2024,3,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-09 08:00:00,2024-03-09 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-09 08:00:00,2024-03-09 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-09 13:21:36,2024-03-09 17:51:36,2024,3,ТО-500,"4,5"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-10 08:00:00,2024-03-10 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-10 08:00:00,2024-03-10 08:39:36,2024,3,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2024-03-11 08:00:00,2024-03-11 08:39:36,2024,3,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2024-03-11 08:00:00,2024-03-11 08:39:36,2024,3,ЕТО,"0,66"
