БЕ,Класс ЕО,Тип конструкции,Техместо,МВЗ,Модель ЕО,ЕО,Наименоваание ЕО,Дата начала эксплуатации,Дата завершения эксплуатации,Среднесуточная наработка,Наработка 1.03.2022
Полюс Магадан,Самосвалы карьерные,960011512,05-KAR-UTTR-K101,1413011320,Самосвалы Komatsu 730E-10,100000084492,Самосвал карьерный 730E-10 №37,2022-03-01,2034-03-01,"20,37",
