Модель ЕО,янв 2023,фев 2023,мар 2023,апр 2023,май 2023,июн 2023,июл 2023,авг 2023,сен 2023,окт 2023,ноя 2023,дек 2023,янв 2024,фев 2024,мар 2024,апр 2024,май 2024,июн 2024,июл 2024,авг 2024,сен 2024,окт 2024,ноя 2024,дек 2024,янв 2025,фев 2025,мар 2025,апр 2025,май 2025,июн 2025,июл 2025,авг 2025,сен 2025,окт 2025,ноя 2025,дек 2025
Самосвалы CAT 785C,0.95,0.94,0.94,0.94,0.94,0.94,0.93,0.95,0.93,0.94,0.94,0.93,0.93,0.94,0.94,0.79,0.73,0.95,0.9,0.95,0.94,0.94,0.94,0.94,0.92,0.93,0.95,0.93,0.93,0.95,0.91,0.41,0.7,0.93,0.95,0.93
