ПозПредупредТОРО,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Вид работы ТОРО,Вид заказа,Тип техкарты,Группа,СчетГруппТехкарт,updated-counter,strategy_str_counter,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
10657,100000005762,КР подвески передней,100,100000008664,КР,APP1,A,M0000003,29,29,2-0161_str29,M0000003_str29,"144,000","48,000"
10658,100000005763,КР ступицы,100,100000008664,КР,APP1,A,M0000003,31,31,2-0162_str31,M0000003_str31,"144,000","48,000"
10659,100000005764,Текущий ремонт,100,100000008665,ТР,APP1,A,M0000003,ТР,ТР,1-0007_strТР,M0000003_strТР,"30,000","10,000"
10660,100000005765,ТР дополнительных систем,100,100000008665,ТР,APP1,A,M0000003,71,71,1-0083_str71,M0000003_str71,"15,000","5,000"
10661,100000005766,Замена кузова,100,100000008665,ЗМН,APP1,A,M0000003,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000003_strЗЗ,"72,000","24,000"
10662,100000005767,ТР электрических систем,100,100000008665,ТР,APP1,A,M0000003,ТЭ,ТЭ,1-0085_strТЭ,M0000003_strТЭ,"15,000","5,000"
10663,100000005768,Техническое обслуживание 1,100,100000008665,ТО1,APP1,A,M0000003,О1,О1,2-0153_strО1,M0000003_strО1,"0,000","0,000"
10664,100000005768,Техническое обслуживание 2,100,100000008665,ТО2,APP1,A,M0000003,О2,О2,2-0153_strО2,M0000003_strО2,"0,000","0,000"
10665,100000005768,Техническое обслуживание 3,100,100000008665,ТО3,APP1,A,M0000003,О3,О3,2-0153_strО3,M0000003_strО3,"0,000","0,000"
10666,100000005769,КР гидросистемы,100,100000008665,КР,APP1,A,M0000003,7,7,2-0154_str7,M0000003_str7,"360,000","120,000"
10667,100000005769,ТР гидросистемы,100,100000008665,ТР,APP1,A,M0000003,69,69,2-0154_str69,M0000003_str69,"180,000","60,000"
10668,100000005770,Замена гидротрансформатора,100,100000008665,ЗМН,APP1,A,M0000003,ЗГ,ЗГ,2-0155_strЗГ,M0000003_strЗГ,"216,000","72,000"
10669,100000005770,КР гидротрансформатора,100,100000008665,КР,APP1,A,M0000003,8,8,2-0155_str8,M0000003_str8,"720,000","240,000"
10670,100000005771,Замена1 двигателя,100,100000008665,ЗМН,APP1,A,M0000003,40,Д1,2-0156_strД1,M0000003_str40,"288,000","96,000"
10671,100000005771,Замена2 двигателя,100,100000008665,ЗМН,APP1,A,M0000003,48,Д2,2-0156_strД2,M0000003_str48,"288,000","96,000"
10672,100000005772,Замена дифференциала,100,100000008665,ЗМН,APP1,A,M0000003,ЗФ,ЗФ,2-0157_strЗФ,M0000003_strЗФ,"0,000","0,000"
10673,100000005773,Замена конечной передачи,100,100000008665,ЗМН,APP1,A,M0000003,ЗП,ЗП,2-0158_strЗП,M0000003_strЗП,"72,000","24,000"
10674,100000005774,Замена2 коробки передач,100,100000008665,ЗМН,APP1,A,M0000003,49,П2,2-0159_strП2,M0000003_str49,"288,000","96,000"
10675,100000005774,Замена1 коробки передач,100,100000008665,ЗМН,APP1,A,M0000003,41,П1,2-0159_strП1,M0000003_str41,"288,000","96,000"
10676,100000005775,КР подвески задней,100,100000008665,КР,APP1,A,M0000003,28,28,2-0160_str28,M0000003_str28,"72,000","24,000"
10677,100000005776,КР подвески передней,100,100000008665,КР,APP1,A,M0000003,29,29,2-0161_str29,M0000003_str29,"144,000","48,000"
10678,100000005777,КР ступицы,100,100000008665,КР,APP1,A,M0000003,31,31,2-0162_str31,M0000003_str31,"144,000","48,000"
10679,100000005778,Текущий ремонт,100,100000008666,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10680,100000005779,ТР дополнительных систем,100,100000008666,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10681,100000005780,Замена кузова,100,100000008666,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10682,100000005781,ТР электрических систем,100,100000008666,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
10683,100000005782,Техническое обслуживание 1,100,100000008666,ТО1,APP1,A,M0000004,О1,О1,2-0153_strО1,M0000004_strО1,"0,000","0,000"
10684,100000005782,Техническое обслуживание 2,100,100000008666,ТО2,APP1,A,M0000004,О2,О2,2-0153_strО2,M0000004_strО2,"0,000","0,000"
10685,100000005782,Техническое обслуживание 3,100,100000008666,ТО3,APP1,A,M0000004,О3,О3,2-0153_strО3,M0000004_strО3,"0,000","0,000"
10686,100000005783,ТР гидросистемы,100,100000008666,ТР,APP1,A,M0000004,69,69,2-0154_str69,M0000004_str69,"180,000","60,000"
10687,100000005783,КР гидросистемы,100,100000008666,КР,APP1,A,M0000004,7,7,2-0154_str7,M0000004_str7,"360,000","120,000"
10688,100000005784,Замена1 двигателя,100,100000008666,ЗМН,APP1,A,M0000004,40,Д1,2-0156_strД1,M0000004_str40,"288,000","96,000"
10689,100000005784,Замена2 двигателя,100,100000008666,ЗМН,APP1,A,M0000004,48,Д2,2-0156_strД2,M0000004_str48,"288,000","96,000"
10690,100000005785,Замена дифференциала,100,100000008666,ЗМН,APP1,A,M0000004,ЗФ,ЗФ,2-0157_strЗФ,M0000004_strЗФ,"0,000","0,000"
10691,100000005786,КР подвески задней,100,100000008666,КР,APP1,A,M0000004,28,28,2-0160_str28,M0000004_str28,"72,000","24,000"
10692,100000005787,КР подвески передней,100,100000008666,КР,APP1,A,M0000004,29,29,2-0161_str29,M0000004_str29,"144,000","48,000"
10693,100000005788,КР ступицы,100,100000008666,КР,APP1,A,M0000004,31,31,2-0162_str31,M0000004_str31,"144,000","48,000"
10694,100000005789,Замена конечной передачи,100,100000008666,ЗМН,APP1,A,M0000004,ЗП,ЗП,2-0167_strЗП,M0000004_strЗП,"72,000","24,000"
10695,100000005790,Замена1 коробки передач,100,100000008666,ЗМН,APP1,A,M0000004,41,П1,2-0168_strП1,M0000004_str41,"288,000","96,000"
10696,100000005790,Замена2 коробки передач,100,100000008666,ЗМН,APP1,A,M0000004,49,П2,2-0168_strП2,M0000004_str49,"288,000","96,000"
10697,100000005791,КР гидротрансформатора,100,100000008666,КР,APP1,A,M0000004,8,8,2-0170_str8,M0000004_str8,"720,000","240,000"
10698,100000005791,Замена гидротрансформатора,100,100000008666,ЗМН,APP1,A,M0000004,ЗГ,ЗГ,2-0170_strЗГ,M0000004_strЗГ,"216,000","72,000"
10699,100000005792,Текущий ремонт,100,100000008667,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10700,100000005793,ТР дополнительных систем,100,100000008667,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10701,100000005794,Замена кузова,100,100000008667,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10702,100000005795,ТР электрических систем,100,100000008667,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
10703,100000005796,Техническое обслуживание 1,100,100000008667,ТО1,APP1,A,M0000004,О1,О1,2-0153_strО1,M0000004_strО1,"0,000","0,000"
10704,100000005796,Техническое обслуживание 2,100,100000008667,ТО2,APP1,A,M0000004,О2,О2,2-0153_strО2,M0000004_strО2,"0,000","0,000"
10705,100000005796,Техническое обслуживание 3,100,100000008667,ТО3,APP1,A,M0000004,О3,О3,2-0153_strО3,M0000004_strО3,"0,000","0,000"
10706,100000005797,ТР гидросистемы,100,100000008667,ТР,APP1,A,M0000004,69,69,2-0154_str69,M0000004_str69,"180,000","60,000"
10707,100000005797,КР гидросистемы,100,100000008667,КР,APP1,A,M0000004,7,7,2-0154_str7,M0000004_str7,"360,000","120,000"
10708,100000005798,Замена1 двигателя,100,100000008667,ЗМН,APP1,A,M0000004,40,Д1,2-0156_strД1,M0000004_str40,"288,000","96,000"
10709,100000005798,Замена2 двигателя,100,100000008667,ЗМН,APP1,A,M0000004,48,Д2,2-0156_strД2,M0000004_str48,"288,000","96,000"
10710,100000005799,Замена дифференциала,100,100000008667,ЗМН,APP1,A,M0000004,ЗФ,ЗФ,2-0157_strЗФ,M0000004_strЗФ,"0,000","0,000"
10711,100000005800,КР подвески задней,100,100000008667,КР,APP1,A,M0000004,28,28,2-0160_str28,M0000004_str28,"72,000","24,000"
10712,100000005801,КР подвески передней,100,100000008667,КР,APP1,A,M0000004,29,29,2-0161_str29,M0000004_str29,"144,000","48,000"
10713,100000005802,КР ступицы,100,100000008667,КР,APP1,A,M0000004,31,31,2-0162_str31,M0000004_str31,"144,000","48,000"
10714,100000005803,Замена конечной передачи,100,100000008667,ЗМН,APP1,A,M0000004,ЗП,ЗП,2-0167_strЗП,M0000004_strЗП,"72,000","24,000"
10715,100000005804,Замена1 коробки передач,100,100000008667,ЗМН,APP1,A,M0000004,41,П1,2-0168_strП1,M0000004_str41,"288,000","96,000"
10716,100000005804,Замена2 коробки передач,100,100000008667,ЗМН,APP1,A,M0000004,49,П2,2-0168_strП2,M0000004_str49,"288,000","96,000"
10717,100000005805,КР гидротрансформатора,100,100000008667,КР,APP1,A,M0000004,8,8,2-0170_str8,M0000004_str8,"720,000","240,000"
10718,100000005805,Замена гидротрансформатора,100,100000008667,ЗМН,APP1,A,M0000004,ЗГ,ЗГ,2-0170_strЗГ,M0000004_strЗГ,"216,000","72,000"
10719,100000005806,Текущий ремонт,100,100000008668,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10720,100000005807,ТР дополнительных систем,100,100000008668,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10721,100000005808,Замена кузова,100,100000008668,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10722,100000005809,ТР электрических систем,100,100000008668,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
10723,100000005810,Техническое обслуживание 1,100,100000008668,ТО1,APP1,A,M0000004,О1,О1,2-0153_strО1,M0000004_strО1,"0,000","0,000"
10724,100000005810,Техническое обслуживание 2,100,100000008668,ТО2,APP1,A,M0000004,О2,О2,2-0153_strО2,M0000004_strО2,"0,000","0,000"
10725,100000005810,Техническое обслуживание 3,100,100000008668,ТО3,APP1,A,M0000004,О3,О3,2-0153_strО3,M0000004_strО3,"0,000","0,000"
10726,100000005811,ТР гидросистемы,100,100000008668,ТР,APP1,A,M0000004,69,69,2-0154_str69,M0000004_str69,"180,000","60,000"
10727,100000005811,КР гидросистемы,100,100000008668,КР,APP1,A,M0000004,7,7,2-0154_str7,M0000004_str7,"360,000","120,000"
10728,100000005812,Замена1 двигателя,100,100000008668,ЗМН,APP1,A,M0000004,40,Д1,2-0156_strД1,M0000004_str40,"288,000","96,000"
10729,100000005812,Замена2 двигателя,100,100000008668,ЗМН,APP1,A,M0000004,48,Д2,2-0156_strД2,M0000004_str48,"288,000","96,000"
10730,100000005813,Замена дифференциала,100,100000008668,ЗМН,APP1,A,M0000004,ЗФ,ЗФ,2-0157_strЗФ,M0000004_strЗФ,"0,000","0,000"
10731,100000005814,КР подвески задней,100,100000008668,КР,APP1,A,M0000004,28,28,2-0160_str28,M0000004_str28,"72,000","24,000"
10732,100000005815,КР подвески передней,100,100000008668,КР,APP1,A,M0000004,29,29,2-0161_str29,M0000004_str29,"144,000","48,000"
10733,100000005816,КР ступицы,100,100000008668,КР,APP1,A,M0000004,31,31,2-0162_str31,M0000004_str31,"144,000","48,000"
10734,100000005817,Замена конечной передачи,100,100000008668,ЗМН,APP1,A,M0000004,ЗП,ЗП,2-0167_strЗП,M0000004_strЗП,"72,000","24,000"
10735,100000005818,Замена1 коробки передач,100,100000008668,ЗМН,APP1,A,M0000004,41,П1,2-0168_strП1,M0000004_str41,"288,000","96,000"
10736,100000005818,Замена2 коробки передач,100,100000008668,ЗМН,APP1,A,M0000004,49,П2,2-0168_strП2,M0000004_str49,"288,000","96,000"
10737,100000005819,КР гидротрансформатора,100,100000008668,КР,APP1,A,M0000004,8,8,2-0170_str8,M0000004_str8,"720,000","240,000"
10738,100000005819,Замена гидротрансформатора,100,100000008668,ЗМН,APP1,A,M0000004,ЗГ,ЗГ,2-0170_strЗГ,M0000004_strЗГ,"216,000","72,000"
10739,100000005820,Текущий ремонт,100,100000008669,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10740,100000005821,ТР дополнительных систем,100,100000008669,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10741,100000005822,Замена кузова,100,100000008669,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10742,100000005823,ТР электрических систем,100,100000008669,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
10743,100000005824,Техническое обслуживание 1,100,100000008669,ТО1,APP1,A,M0000004,О1,О1,2-0153_strО1,M0000004_strО1,"0,000","0,000"
10744,100000005824,Техническое обслуживание 2,100,100000008669,ТО2,APP1,A,M0000004,О2,О2,2-0153_strО2,M0000004_strО2,"0,000","0,000"
10745,100000005824,Техническое обслуживание 3,100,100000008669,ТО3,APP1,A,M0000004,О3,О3,2-0153_strО3,M0000004_strО3,"0,000","0,000"
10746,100000005825,ТР гидросистемы,100,100000008669,ТР,APP1,A,M0000004,69,69,2-0154_str69,M0000004_str69,"180,000","60,000"
10747,100000005825,КР гидросистемы,100,100000008669,КР,APP1,A,M0000004,7,7,2-0154_str7,M0000004_str7,"360,000","120,000"
10748,100000005826,Замена1 двигателя,100,100000008669,ЗМН,APP1,A,M0000004,40,Д1,2-0156_strД1,M0000004_str40,"288,000","96,000"
10749,100000005826,Замена2 двигателя,100,100000008669,ЗМН,APP1,A,M0000004,48,Д2,2-0156_strД2,M0000004_str48,"288,000","96,000"
10750,100000005827,Замена дифференциала,100,100000008669,ЗМН,APP1,A,M0000004,ЗФ,ЗФ,2-0157_strЗФ,M0000004_strЗФ,"0,000","0,000"
10751,100000005828,КР подвески задней,100,100000008669,КР,APP1,A,M0000004,28,28,2-0160_str28,M0000004_str28,"72,000","24,000"
10752,100000005829,КР подвески передней,100,100000008669,КР,APP1,A,M0000004,29,29,2-0161_str29,M0000004_str29,"144,000","48,000"
10753,100000005830,КР ступицы,100,100000008669,КР,APP1,A,M0000004,31,31,2-0162_str31,M0000004_str31,"144,000","48,000"
10754,100000005831,Замена конечной передачи,100,100000008669,ЗМН,APP1,A,M0000004,ЗП,ЗП,2-0167_strЗП,M0000004_strЗП,"72,000","24,000"
10755,100000005832,Замена1 коробки передач,100,100000008669,ЗМН,APP1,A,M0000004,41,П1,2-0168_strП1,M0000004_str41,"288,000","96,000"
10756,100000005832,Замена2 коробки передач,100,100000008669,ЗМН,APP1,A,M0000004,49,П2,2-0168_strП2,M0000004_str49,"288,000","96,000"
10757,100000005833,КР гидротрансформатора,100,100000008669,КР,APP1,A,M0000004,8,8,2-0170_str8,M0000004_str8,"720,000","240,000"
10758,100000005833,Замена гидротрансформатора,100,100000008669,ЗМН,APP1,A,M0000004,ЗГ,ЗГ,2-0170_strЗГ,M0000004_strЗГ,"216,000","72,000"
10759,100000005834,Текущий ремонт,100,100000008670,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10760,100000005835,ТР дополнительных систем,100,100000008670,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10761,100000005836,Замена кузова,100,100000008670,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10762,100000005837,ТР электрических систем,100,100000008670,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
10763,100000005838,Техническое обслуживание 1,100,100000008670,ТО1,APP1,A,M0000004,О1,О1,2-0153_strО1,M0000004_strО1,"0,000","0,000"
10764,100000005838,Техническое обслуживание 2,100,100000008670,ТО2,APP1,A,M0000004,О2,О2,2-0153_strО2,M0000004_strО2,"0,000","0,000"
10765,100000005838,Техническое обслуживание 3,100,100000008670,ТО3,APP1,A,M0000004,О3,О3,2-0153_strО3,M0000004_strО3,"0,000","0,000"
10766,100000005839,ТР гидросистемы,100,100000008670,ТР,APP1,A,M0000004,69,69,2-0154_str69,M0000004_str69,"180,000","60,000"
10767,100000005839,КР гидросистемы,100,100000008670,КР,APP1,A,M0000004,7,7,2-0154_str7,M0000004_str7,"360,000","120,000"
10768,100000005840,Замена1 двигателя,100,100000008670,ЗМН,APP1,A,M0000004,40,Д1,2-0156_strД1,M0000004_str40,"288,000","96,000"
10769,100000005840,Замена2 двигателя,100,100000008670,ЗМН,APP1,A,M0000004,48,Д2,2-0156_strД2,M0000004_str48,"288,000","96,000"
10770,100000005841,Замена дифференциала,100,100000008670,ЗМН,APP1,A,M0000004,ЗФ,ЗФ,2-0157_strЗФ,M0000004_strЗФ,"0,000","0,000"
10771,100000005842,КР подвески задней,100,100000008670,КР,APP1,A,M0000004,28,28,2-0160_str28,M0000004_str28,"72,000","24,000"
10772,100000005843,КР подвески передней,100,100000008670,КР,APP1,A,M0000004,29,29,2-0161_str29,M0000004_str29,"144,000","48,000"
10773,100000005844,КР ступицы,100,100000008670,КР,APP1,A,M0000004,31,31,2-0162_str31,M0000004_str31,"144,000","48,000"
10774,100000005845,Замена конечной передачи,100,100000008670,ЗМН,APP1,A,M0000004,ЗП,ЗП,2-0167_strЗП,M0000004_strЗП,"72,000","24,000"
10775,100000005846,Замена1 коробки передач,100,100000008670,ЗМН,APP1,A,M0000004,41,П1,2-0168_strП1,M0000004_str41,"288,000","96,000"
10776,100000005846,Замена2 коробки передач,100,100000008670,ЗМН,APP1,A,M0000004,49,П2,2-0168_strП2,M0000004_str49,"288,000","96,000"
10777,100000005847,КР гидротрансформатора,100,100000008670,КР,APP1,A,M0000004,8,8,2-0170_str8,M0000004_str8,"720,000","240,000"
10778,100000005847,Замена гидротрансформатора,100,100000008670,ЗМН,APP1,A,M0000004,ЗГ,ЗГ,2-0170_strЗГ,M0000004_strЗГ,"216,000","72,000"
10779,100000005848,Текущий ремонт,100,100000008671,ТР,APP1,A,M0000004,ТР,ТР,1-0007_strТР,M0000004_strТР,"30,000","10,000"
10780,100000005849,ТР дополнительных систем,100,100000008671,ТР,APP1,A,M0000004,71,71,1-0083_str71,M0000004_str71,"15,000","5,000"
10781,100000005850,Замена кузова,100,100000008671,ЗМН,APP1,A,M0000004,ЗЗ,ЗЗ,1-0084_strЗЗ,M0000004_strЗЗ,"0,000","0,000"
10782,100000005851,ТР электрических систем,100,100000008671,ТР,APP1,A,M0000004,ТЭ,ТЭ,1-0085_strТЭ,M0000004_strТЭ,"15,000","5,000"
