,be,eo_model_name,eo_code,model_hour,year,month,month_year,calendar_fond_status,downtime_status,maintanance_jobs_id,maintanance_name
3800,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-08 08:00:00,ЕТО
3801,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 09:00:00,2023,6,6_2023,1,0.0,,
3802,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 10:00:00,2023,6,6_2023,1,0.0,,
3803,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 11:00:00,2023,6,6_2023,1,0.0,,
3804,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 12:00:00,2023,6,6_2023,1,0.0,,
3805,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 13:00:00,2023,6,6_2023,1,0.0,,
3806,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 14:00:00,2023,6,6_2023,1,0.0,,
3807,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 15:00:00,2023,6,6_2023,1,0.0,,
3808,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 16:00:00,2023,6,6_2023,1,0.0,,
3809,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 17:00:00,2023,6,6_2023,1,0.0,,
3810,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 18:00:00,2023,6,6_2023,1,0.0,,
3811,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 19:00:00,2023,6,6_2023,1,0.0,,
3812,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 20:00:00,2023,6,6_2023,1,0.0,,
3813,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 21:00:00,2023,6,6_2023,1,0.0,,
3814,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 22:00:00,2023,6,6_2023,1,0.0,,
3815,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-08 23:00:00,2023,6,6_2023,1,0.0,,
3816,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 00:00:00,2023,6,6_2023,1,0.0,,
3817,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 01:00:00,2023,6,6_2023,1,0.0,,
3818,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 02:00:00,2023,6,6_2023,1,0.0,,
3819,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 03:00:00,2023,6,6_2023,1,0.0,,
3820,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 04:00:00,2023,6,6_2023,1,0.0,,
3821,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 05:00:00,2023,6,6_2023,1,0.0,,
3822,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 06:00:00,2023,6,6_2023,1,0.0,,
3823,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 07:00:00,2023,6,6_2023,1,0.0,,
3824,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-09 08:00:00,ЕТО
3825,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 09:00:00,2023,6,6_2023,1,0.0,,
3826,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 10:00:00,2023,6,6_2023,1,0.0,,
3827,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 11:00:00,2023,6,6_2023,1,0.0,,
3828,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 12:00:00,2023,6,6_2023,1,0.0,,
3829,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 13:00:00,2023,6,6_2023,1,0.0,,
3830,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 14:00:00,2023,6,6_2023,1,0.0,,
3831,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 15:00:00,2023,6,6_2023,1,0.0,,
3832,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 16:00:00,2023,6,6_2023,1,0.0,,
3833,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 17:00:00,2023,6,6_2023,1,0.0,,
3834,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 18:00:00,2023,6,6_2023,1,0.0,,
3835,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 19:00:00,2023,6,6_2023,1,0.0,,
3836,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 20:00:00,2023,6,6_2023,1,0.0,,
3837,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 21:00:00,2023,6,6_2023,1,0.0,,
3838,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 22:00:00,2023,6,6_2023,1,0.0,,
3839,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-09 23:00:00,2023,6,6_2023,1,0.0,,
3840,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 00:00:00,2023,6,6_2023,1,0.0,,
3841,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 01:00:00,2023,6,6_2023,1,0.0,,
3842,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 02:00:00,2023,6,6_2023,1,0.0,,
3843,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 03:00:00,2023,6,6_2023,1,0.0,,
3844,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 04:00:00,2023,6,6_2023,1,0.0,,
3845,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 05:00:00,2023,6,6_2023,1,0.0,,
3846,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 06:00:00,2023,6,6_2023,1,0.0,,
3847,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 07:00:00,2023,6,6_2023,1,0.0,,
3848,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-10 08:00:00,ЕТО
3849,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 09:00:00,2023,6,6_2023,1,0.0,,
3850,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 10:00:00,2023,6,6_2023,1,0.0,,
3851,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 11:00:00,2023,6,6_2023,1,0.0,,
3852,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 12:00:00,2023,6,6_2023,1,0.0,,
3853,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 13:00:00,2023,6,6_2023,1,0.0,,
3854,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 14:00:00,2023,6,6_2023,1,0.0,,
3855,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 15:00:00,2023,6,6_2023,1,0.0,,
3856,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 16:00:00,2023,6,6_2023,1,0.0,,
3857,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 17:00:00,2023,6,6_2023,1,0.0,,
3858,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 18:00:00,2023,6,6_2023,1,0.0,,
3859,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 19:00:00,2023,6,6_2023,1,0.0,,
3860,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 20:00:00,2023,6,6_2023,1,0.0,,
3861,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 21:00:00,2023,6,6_2023,1,0.0,,
3862,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 22:00:00,2023,6,6_2023,1,0.0,,
3863,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-10 23:00:00,2023,6,6_2023,1,0.0,,
3864,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 00:00:00,2023,6,6_2023,1,0.0,,
3865,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 01:00:00,2023,6,6_2023,1,0.0,,
3866,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 02:00:00,2023,6,6_2023,1,0.0,,
3867,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 03:00:00,2023,6,6_2023,1,0.0,,
3868,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 04:00:00,2023,6,6_2023,1,0.0,,
3869,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 05:00:00,2023,6,6_2023,1,0.0,,
3870,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 06:00:00,2023,6,6_2023,1,0.0,,
3871,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 07:00:00,2023,6,6_2023,1,0.0,,
3872,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-11 08:00:00,ЕТО
3873,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 09:00:00,2023,6,6_2023,1,0.0,,
3874,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 10:00:00,2023,6,6_2023,1,0.0,,
3875,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 11:00:00,2023,6,6_2023,1,0.0,,
3876,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 12:00:00,2023,6,6_2023,1,0.0,,
3877,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 13:00:00,2023,6,6_2023,1,0.0,,
3878,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 14:00:00,2023,6,6_2023,1,0.0,,
3879,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 15:00:00,2023,6,6_2023,1,0.0,,
3880,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 16:00:00,2023,6,6_2023,1,0.0,,
3881,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 17:00:00,2023,6,6_2023,1,0.0,,
3882,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 18:00:00,2023,6,6_2023,1,0.0,,
3883,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 19:00:00,2023,6,6_2023,1,0.0,,
3884,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 20:00:00,2023,6,6_2023,1,0.0,,
3885,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 21:00:00,2023,6,6_2023,1,0.0,,
3886,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 22:00:00,2023,6,6_2023,1,0.0,,
3887,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-11 23:00:00,2023,6,6_2023,1,0.0,,
3888,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 00:00:00,2023,6,6_2023,1,0.0,,
3889,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 01:00:00,2023,6,6_2023,1,0.0,,
3890,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 02:00:00,2023,6,6_2023,1,0.0,,
3891,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 03:00:00,2023,6,6_2023,1,0.0,,
3892,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 04:00:00,2023,6,6_2023,1,0.0,,
3893,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 05:00:00,2023,6,6_2023,1,0.0,,
3894,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 06:00:00,2023,6,6_2023,1,0.0,,
3895,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 07:00:00,2023,6,6_2023,1,0.0,,
3896,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-12 08:00:00,ЕТО
3897,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 09:00:00,2023,6,6_2023,1,0.0,,
3898,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 10:00:00,2023,6,6_2023,1,0.0,,
3899,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 11:00:00,2023,6,6_2023,1,0.0,,
3900,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 12:00:00,2023,6,6_2023,1,0.0,,
3901,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 13:00:00,2023,6,6_2023,1,0.0,,
3902,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 14:00:00,2023,6,6_2023,1,0.0,,
3903,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 15:00:00,2023,6,6_2023,1,0.0,,
3904,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 16:00:00,2023,6,6_2023,1,0.0,,
3905,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 17:00:00,2023,6,6_2023,1,0.0,,
3906,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 18:00:00,2023,6,6_2023,1,0.0,,
3907,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 19:00:00,2023,6,6_2023,1,0.0,,
3908,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 20:00:00,2023,6,6_2023,1,0.0,,
3909,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 21:00:00,2023,6,6_2023,1,0.0,,
3910,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 22:00:00,2023,6,6_2023,1,0.0,,
3911,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-12 23:00:00,2023,6,6_2023,1,0.0,,
3912,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 00:00:00,2023,6,6_2023,1,0.0,,
3913,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 01:00:00,2023,6,6_2023,1,0.0,,
3914,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 02:00:00,2023,6,6_2023,1,0.0,,
3915,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 03:00:00,2023,6,6_2023,1,0.0,,
3916,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 04:00:00,2023,6,6_2023,1,0.0,,
3917,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 05:00:00,2023,6,6_2023,1,0.0,,
3918,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 06:00:00,2023,6,6_2023,1,0.0,,
3919,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 07:00:00,2023,6,6_2023,1,0.0,,
3920,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-13 08:00:00,ЕТО
3921,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 09:00:00,2023,6,6_2023,1,0.0,,
3922,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 10:00:00,2023,6,6_2023,1,0.0,,
3923,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 11:00:00,2023,6,6_2023,1,0.0,,
3924,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 12:00:00,2023,6,6_2023,1,0.0,,
3925,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 13:00:00,2023,6,6_2023,1,0.0,,
3926,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 14:00:00,2023,6,6_2023,1,0.0,,
3927,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 15:00:00,2023,6,6_2023,1,0.0,,
3928,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 16:00:00,2023,6,6_2023,1,0.0,,
3929,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 17:00:00,2023,6,6_2023,1,0.0,,
3930,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 18:00:00,2023,6,6_2023,1,0.0,,
3931,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 19:00:00,2023,6,6_2023,1,0.0,,
3932,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 20:00:00,2023,6,6_2023,1,0.0,,
3933,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 21:00:00,2023,6,6_2023,1,0.0,,
3934,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 22:00:00,2023,6,6_2023,1,0.0,,
3935,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-13 23:00:00,2023,6,6_2023,1,0.0,,
3936,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 00:00:00,2023,6,6_2023,1,0.0,,
3937,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 01:00:00,2023,6,6_2023,1,0.0,,
3938,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 02:00:00,2023,6,6_2023,1,0.0,,
3939,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 03:00:00,2023,6,6_2023,1,0.0,,
3940,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 04:00:00,2023,6,6_2023,1,0.0,,
3941,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 05:00:00,2023,6,6_2023,1,0.0,,
3942,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 06:00:00,2023,6,6_2023,1,0.0,,
3943,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 07:00:00,2023,6,6_2023,1,0.0,,
3944,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-14 08:00:00,ЕТО
3945,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 09:00:00,2023,6,6_2023,1,0.0,,
3946,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 10:00:00,2023,6,6_2023,1,0.0,,
3947,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 11:00:00,2023,6,6_2023,1,0.0,,
3948,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 12:00:00,2023,6,6_2023,1,0.0,,
3949,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 13:00:00,2023,6,6_2023,1,0.0,,
3950,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 14:00:00,2023,6,6_2023,1,0.0,,
3951,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 15:00:00,2023,6,6_2023,1,0.0,,
3952,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 16:00:00,2023,6,6_2023,1,0.0,,
3953,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 17:00:00,2023,6,6_2023,1,0.0,,
3954,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 18:00:00,2023,6,6_2023,1,0.0,,
3955,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 19:00:00,2023,6,6_2023,1,0.0,,
3956,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 20:00:00,2023,6,6_2023,1,0.0,,
3957,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 21:00:00,2023,6,6_2023,1,0.0,,
3958,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 22:00:00,2023,6,6_2023,1,0.0,,
3959,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-14 23:00:00,2023,6,6_2023,1,0.0,,
3960,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 00:00:00,2023,6,6_2023,1,0.0,,
3961,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 01:00:00,2023,6,6_2023,1,0.0,,
3962,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 02:00:00,2023,6,6_2023,1,0.0,,
3963,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 03:00:00,2023,6,6_2023,1,0.0,,
3964,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 04:00:00,2023,6,6_2023,1,0.0,,
3965,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 05:00:00,2023,6,6_2023,1,0.0,,
3966,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 06:00:00,2023,6,6_2023,1,0.0,,
3967,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 07:00:00,2023,6,6_2023,1,0.0,,
3968,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-15 08:00:00,ЕТО
3969,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 09:00:00,2023,6,6_2023,1,0.0,,
3970,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 10:00:00,2023,6,6_2023,1,0.0,,
3971,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 11:00:00,2023,6,6_2023,1,0.0,,
3972,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 12:00:00,2023,6,6_2023,1,0.0,,
3973,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 13:00:00,2023,6,6_2023,1,0.0,,
3974,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 14:00:00,2023,6,6_2023,1,0.0,,
3975,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 15:00:00,2023,6,6_2023,1,0.0,,
3976,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 16:00:00,2023,6,6_2023,1,0.0,,
3977,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 17:00:00,2023,6,6_2023,1,0.0,,
3978,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 18:00:00,2023,6,6_2023,1,0.0,,
3979,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 19:00:00,2023,6,6_2023,1,0.0,,
3980,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 20:00:00,2023,6,6_2023,1,0.0,,
3981,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 21:00:00,2023,6,6_2023,1,0.0,,
3982,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 22:00:00,2023,6,6_2023,1,0.0,,
3983,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-15 23:00:00,2023,6,6_2023,1,0.0,,
3984,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 00:00:00,2023,6,6_2023,1,0.0,,
3985,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 01:00:00,2023,6,6_2023,1,0.0,,
3986,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 02:00:00,2023,6,6_2023,1,0.0,,
3987,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 03:00:00,2023,6,6_2023,1,0.0,,
3988,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 04:00:00,2023,6,6_2023,1,0.0,,
3989,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 05:00:00,2023,6,6_2023,1,0.0,,
3990,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 06:00:00,2023,6,6_2023,1,0.0,,
3991,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 07:00:00,2023,6,6_2023,1,0.0,,
3992,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 08:00:00,2023,6,6_2023,1,0.3,100000084492_eto_2023-06-16 08:00:00,ЕТО
3993,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 09:00:00,2023,6,6_2023,1,0.0,,
3994,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 10:00:00,2023,6,6_2023,1,0.0,,
3995,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 11:00:00,2023,6,6_2023,1,0.0,,
3996,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 12:00:00,2023,6,6_2023,1,0.0,,
3997,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 13:00:00,2023,6,6_2023,1,0.0,,
3998,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 14:00:00,2023,6,6_2023,1,0.0,,
3999,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 15:00:00,2023,6,6_2023,1,0.0,,
4000,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 16:00:00,2023,6,6_2023,1,0.0,,
4001,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 17:00:00,2023,6,6_2023,1,0.0,,
4002,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 18:00:00,2023,6,6_2023,1,0.0,,
4003,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 19:00:00,2023,6,6_2023,1,0.0,,
4004,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 20:00:00,2023,6,6_2023,1,0.0,,
4005,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 21:00:00,2023,6,6_2023,1,0.0,,
4006,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 22:00:00,2023,6,6_2023,1,0.0,,
4007,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-16 23:00:00,2023,6,6_2023,1,0.0,,
4008,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-17 00:00:00,2023,6,6_2023,1,0.0,,
4009,Полюс Магадан,Самосвалы Komatsu 730E-10,100000084492,2023-06-17 01:00:00,2023,6,6_2023,1,0.0,,
