Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,A0006978,ТР,Текущий ремонт,200,1-2015,,960006978,4,2020-12-08,2020-12-07,2019-06-01,"8,000","2,000",A0006978_strТР
A,A0006981,ТО,Техническое обслуживание,200,1-2015,,960006981,4,2020-12-08,2020-12-07,2019-06-01,"0,600","0,200",A0006981_strТО
A,A0006981,ТР,Текущий ремонт,200,1-2015,,960006981,4,2020-12-08,2020-12-07,2019-06-01,"6,000","2,000",A0006981_strТР
A,A0006982,ТО,Техническое обслуживание,200,1-2015,,960006982,4,2020-12-08,2020-12-07,2019-06-01,"0,700","0,200",A0006982_strТО
A,A0006982,ТР,Текущий ремонт,200,1-2015,,960006982,4,2020-12-08,2020-12-07,2019-06-01,"7,000","2,000",A0006982_strТР
A,A0006983,ТО,Техническое обслуживание,200,1-2015,,960006983,4,2020-12-08,2020-12-07,2019-06-01,"0,600","0,200",A0006983_strТО
A,A0006983,ТР,Текущий ремонт,200,1-2015,,960006983,4,2020-12-08,2020-12-07,2019-06-01,"6,000","2,000",A0006983_strТР
A,A0006984,ТО,Техническое обслуживание,200,1-2015,,960006984,4,2020-12-08,2020-12-07,2019-06-01,"0,800","0,200",A0006984_strТО
A,A0006984,ТР,Текущий ремонт,200,1-2015,,960006984,4,2020-12-08,2020-12-07,2019-06-01,"8,000","2,000",A0006984_strТР
A,A0006985,ТО,Техническое обслуживание,200,1-2015,,960006985,4,2020-12-08,2020-12-07,2019-06-01,"0,600","0,200",A0006985_strТО
A,A0006985,ТР,Текущий ремонт,200,1-2015,,960006985,4,2020-12-08,2020-12-07,2019-06-01,"6,000","2,000",A0006985_strТР
A,A0006986,ТО,Техническое обслуживание,200,1-2015,,960006986,4,2020-12-08,2020-12-07,2019-06-01,"3,580","5,400",A0006986_strТО
A,A0006986,ТР,Текущий ремонт,200,1-2015,,960006986,4,2020-12-08,2020-12-07,2019-06-01,"50,400","24,000",A0006986_strТР
A,A0006987,ТО,Техническое обслуживание,200,1-2015,,960006987,4,2020-12-08,2020-12-07,2019-06-01,"2,160","1,000",A0006987_strТО
A,A0006987,ТР,Текущий ремонт,200,1-2015,,960006987,4,2020-12-08,2020-12-07,2019-06-01,"21,600","10,000",A0006987_strТР
A,A0006988,ТО,Техническое обслуживание,200,1-2015,,960006988,4,2020-12-08,2020-12-07,2019-06-01,"3,200","1,200",A0006988_strТО
A,A0006988,ТР,Текущий ремонт,200,1-2015,,960006988,4,2020-12-08,2020-12-07,2019-06-01,"32,000","12,000",A0006988_strТР
A,A0006992,ТО,Техническое обслуживание,200,1-2015,,960006992,4,2020-12-08,2020-12-07,2019-06-01,"3,900","2,400",A0006992_strТО
A,A0006992,ТР,Текущий ремонт,200,1-2015,,960006992,4,2020-12-08,2020-12-07,2019-06-01,"39,000","24,000",A0006992_strТР
A,A0006995,ТО,Техническое обслуживание,200,1-2015,,960006995,4,2020-12-08,2020-12-07,2019-06-01,"0,900","0,400",A0006995_strТО
A,A0006995,ТР,Текущий ремонт,200,1-2015,,960006995,4,2020-12-08,2020-12-07,2019-06-01,"9,000","4,000",A0006995_strТР
A,A0006996,ТО,Техническое обслуживание,200,1-2015,,960006996,4,2020-12-08,2020-12-07,2019-06-01,"2,520","1,000",A0006996_strТО
A,A0006996,ТР,Текущий ремонт,200,1-2015,,960006996,4,2020-12-08,2020-12-07,2019-06-01,"25,200","10,000",A0006996_strТР
A,A0006998,ТО,Техническое обслуживание,200,1-2015,,960006998,4,2020-12-08,2020-12-07,2019-06-01,"3,900","2,400",A0006998_strТО
A,A0006998,ТР,Текущий ремонт,200,1-2015,,960006998,4,2020-12-08,2020-12-07,2019-06-01,"39,000","24,000",A0006998_strТР
A,A0006999,ТО,Техническое обслуживание,200,1-2015,,960006999,4,2020-12-08,2020-12-07,2019-06-01,"5,760","3,200",A0006999_strТО
A,A0006999,ТР,Текущий ремонт,200,1-2015,,960006999,4,2020-12-08,2020-12-07,2019-06-01,"57,600","32,000",A0006999_strТР
A,A0007000,ТО,Техническое обслуживание,200,1-2015,,960007000,4,2020-12-08,2020-12-07,2019-06-01,"3,500","1,600",A0007000_strТО
A,A0007000,ТР,Текущий ремонт,200,1-2015,,960007000,4,2020-12-08,2020-12-07,2019-06-01,"35,000","16,000",A0007000_strТР
A,A0007002,ТО,Техническое обслуживание,200,1-2015,,960007002,4,2020-12-08,2020-12-07,2019-06-01,"3,200","1,200",A0007002_strТО
A,A0007002,ТР,Текущий ремонт,200,1-2015,,960007002,4,2020-12-08,2020-12-07,2019-06-01,"32,000","12,000",A0007002_strТР
A,A0007004,ТО,Техническое обслуживание,200,1-2015,,960007004,4,2020-12-08,2020-12-07,2019-06-01,"0,900","0,400",A0007004_strТО
A,A0007004,ТР,Текущий ремонт,200,1-2015,,960007004,4,2020-12-08,2020-12-07,2019-06-01,"9,000","4,000",A0007004_strТР
A,A0007006,ТО,Техническое обслуживание,200,1-2015,,960007006,4,2020-12-08,2020-12-07,2019-06-01,"1,800","1,000",A0007006_strТО
A,A0007006,ТР,Текущий ремонт,200,1-2015,,960007006,4,2020-12-08,2020-12-07,2019-06-01,"18,000","10,000",A0007006_strТР
A,A0007007,ТО,Техническое обслуживание,200,1-2015,,960007007,4,2020-12-08,2020-12-07,2019-06-01,"1,300","0,800",A0007007_strТО
A,A0007007,ТР,Текущий ремонт,200,1-2015,,960007007,4,2020-12-08,2020-12-07,2019-06-01,"13,000","8,000",A0007007_strТР
A,A0007008,ТО,Техническое обслуживание,200,1-2015,,960007008,4,2020-12-08,2020-12-07,2019-06-01,"1,200","0,400",A0007008_strТО
A,A0007008,ТР,Текущий ремонт,200,1-2015,,960007008,4,2020-12-08,2020-12-07,2019-06-01,"12,000","4,000",A0007008_strТР
A,A0007009,ТО,Техническое обслуживание,200,1-2015,,960007009,4,2020-12-08,2020-12-07,2019-06-01,"1,200","0,400",A0007009_strТО
A,A0007009,ТР,Текущий ремонт,200,1-2015,,960007009,4,2020-12-08,2020-12-07,2019-06-01,"12,000","4,000",A0007009_strТР
A,A0007010,ТО,Техническое обслуживание,200,1-2015,,960007010,4,2020-12-08,2020-12-07,2019-06-01,"2,600","2,600",A0007010_strТО
A,A0007010,ТР,Текущий ремонт,200,1-2015,,960007010,4,2020-12-08,2020-12-07,2019-06-01,"26,000","13,000",A0007010_strТР
A,A0007011,ТО,Техническое обслуживание,200,1-2015,,960007011,4,2020-12-08,2020-12-07,2019-06-01,"2,200","2,200",A0007011_strТО
A,A0007011,ТР,Текущий ремонт,200,1-2015,,960007011,4,2020-12-08,2020-12-07,2019-06-01,"22,000","11,000",A0007011_strТР
A,A0007012,ТО,Техническое обслуживание,200,1-2015,,960007012,4,2020-12-08,2020-12-07,2019-06-01,"3,000","1,000",A0007012_strТО
A,A0007012,ТР,Текущий ремонт,200,1-2015,,960007012,4,2020-12-08,2020-12-07,2019-06-01,"30,000","10,000",A0007012_strТР
A,A0007015,ТО,Техническое обслуживание,200,1-2015,,960007015,4,2020-12-08,2020-12-07,2019-06-01,"1,100","0,400",A0007015_strТО
A,A0007015,ТР,Текущий ремонт,200,1-2015,,960007015,4,2020-12-08,2020-12-07,2019-06-01,"11,000","4,000",A0007015_strТР
A,A0007016,ТО,Техническое обслуживание,200,1-2015,,960007016,4,2020-12-08,2020-12-07,2019-06-01,"3,200","12,000",A0007016_strТО
A,A0007016,ТР,Текущий ремонт,200,1-2015,,960007016,4,2020-12-08,2020-12-07,2019-06-01,"32,000","12,000",A0007016_strТР
A,A0007026,ТО,Техническое обслуживание,200,1-2015,,960007026,4,2020-12-08,2020-12-07,2019-06-01,"0,700","0,200",A0007026_strТО
A,A0007026,ТР,Текущий ремонт,200,1-2015,,960007026,4,2020-12-08,2020-12-07,2019-06-01,"7,000","2,000",A0007026_strТР
A,A0007027,ТО,Техническое обслуживание,200,1-2015,,960007027,4,2020-12-08,2020-12-07,2019-06-01,"1,200","0,400",A0007027_strТО
A,A0007027,ТР,Текущий ремонт,200,1-2015,,960007027,4,2020-12-08,2020-12-07,2019-06-01,"12,000","4,000",A0007027_strТР
A,A0007028,ТО,Техническое обслуживание,200,1-2015,,960007028,4,2020-12-08,2020-12-07,2019-06-01,"1,080","0,400",A0007028_strТО
A,A0007028,ТР,Текущий ремонт,200,1-2015,,960007028,4,2020-12-08,2020-12-07,2019-06-01,"10,800","4,000",A0007028_strТР
A,A0007029,ТО,Техническое обслуживание,200,1-2015,,960007029,4,2020-12-08,2020-12-07,2019-06-01,"3,600","2,000",A0007029_strТО
A,A0007029,ТР,Текущий ремонт,200,1-2015,,960007029,4,2020-12-08,2020-12-07,2019-06-01,"36,000","20,000",A0007029_strТР
A,A0007030,ТО,Техническое обслуживание,200,1-2015,,960007030,4,2020-12-08,2020-12-07,2019-06-01,"1,200","0,400",A0007030_strТО
A,A0007030,ТР,Текущий ремонт,200,1-2015,,960007030,4,2020-12-08,2020-12-07,2019-06-01,"12,000","4,000",A0007030_strТР
A,A0007037,ТО,Техническое обслуживание,200,1-2015,,960007037,4,2020-12-08,2020-12-07,2019-06-01,"2,200","0,800",A0007037_strТО
A,A0007037,ТР,Текущий ремонт,200,1-2015,,960007037,4,2020-12-08,2020-12-07,2019-06-01,"22,000","8,000",A0007037_strТР
A,A0007038,ТО,Техническое обслуживание,200,1-2015,,960007038,4,2020-12-08,2020-12-07,2019-06-01,"1,400","0,400",A0007038_strТО
A,A0007038,ТР,Текущий ремонт,200,1-2015,,960007038,4,2020-12-08,2020-12-07,2019-06-01,"14,000","4,000",A0007038_strТР
A,A0007042,ТО,Техническое обслуживание,200,1-2015,,960007042,4,2020-12-08,2020-12-07,2019-06-01,"0,900","0,400",A0007042_strТО
A,A0007042,ТР,Текущий ремонт,200,1-2015,,960007042,4,2020-12-08,2020-12-07,2019-06-01,"9,000","4,000",A0007042_strТР
A,A0007043,ТО,Техническое обслуживание,200,1-2015,,960007043,4,2020-12-08,2020-12-07,2019-06-01,"0,800","0,200",A0007043_strТО
A,A0007043,ТР,Текущий ремонт,200,1-2015,,960007043,4,2020-12-08,2020-12-07,2019-06-01,"8,000","2,000",A0007043_strТР
A,A0007046,ТО,Техническое обслуживание,200,1-2015,,960007046,4,2020-12-08,2020-12-07,2019-06-01,"0,700","0,200",A0007046_strТО
A,A0007046,ТР,Текущий ремонт,200,1-2015,,960007046,4,2020-12-08,2020-12-07,2019-06-01,"7,000","2,000",A0007046_strТР
A,A0007048,ТО,Техническое обслуживание,200,1-2015,,960007048,4,2020-12-08,2020-12-07,2019-06-01,"0,700","0,700",A0007048_strТО
A,A0007048,ТР,Текущий ремонт,200,1-2015,,960007048,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007048_strТР
A,A0007050,ТО,Техническое обслуживание,200,1-0196,,960007050,4,2020-12-08,2020-12-07,2019-06-01,"16,500","10,000",A0007050_strТО
A,A0007050,ТР,Текущий ремонт,200,1-0196,,960007050,4,2020-12-08,2020-12-07,2019-06-01,"367,000","144,000",A0007050_strТР
A,A0007051,ТО,Техническое обслуживание,200,1-0163,,960007051,4,2020-12-08,2020-12-07,2019-06-01,"16,000","10,000",A0007051_strТО
A,A0007051,ТР,Текущий ремонт,200,1-0163,,960007051,4,2020-12-08,2020-12-07,2019-06-01,"186,000","68,000",A0007051_strТР
A,A0007052,ТО,Техническое обслуживание,200,1-0196,,960007052,4,2020-12-08,2020-12-07,2019-06-01,"16,500","10,000",A0007052_strТО
A,A0007052,ТР,Текущий ремонт,200,1-0196,,960007052,4,2020-12-08,2020-12-07,2019-06-01,"367,000","144,000",A0007052_strТР
A,A0007053,ТО,Техническое обслуживание,200,1-0162,,960007053,4,2020-12-08,2020-12-07,2019-06-01,"10,300","5,000",A0007053_strТО
A,A0007053,ТР,Текущий ремонт,200,1-0162,,960007053,4,2020-12-08,2020-12-07,2019-06-01,"23,000","10,000",A0007053_strТР
A,A0007054,ТО,Техническое обслуживание,200,1-0162,,960007054,4,2020-12-08,2020-12-07,2019-06-01,"10,300","5,000",A0007054_strТО
A,A0007054,ТР,Текущий ремонт,200,1-0162,,960007054,4,2020-12-08,2020-12-07,2019-06-01,"23,000","10,000",A0007054_strТР
A,A0007056,КР,Капитальный ремонт,200,1-0165,,960007056,4,2020-12-08,2020-12-07,2019-06-01,"1 769,000","320,000",A0007056_strКР
A,A0007056,ТР,Текущий ремонт,200,1-0165,,960007056,4,2020-12-08,2020-12-07,2019-06-01,"132,000","76,000",A0007056_strТР
A,A0007060,О1,Техническое обслуживание 1,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"4,000","4,000",A0007060_strО1
A,A0007060,О2,Техническое обслуживание 2,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"4,600","2,300",A0007060_strО2
A,A0007060,О3,Техническое обслуживание 3,200,2-0439,,960007060,4,2021-11-08,2021-11-02,2021-11-02,"20,000","10,000",A0007060_strО3
A,A0007060,О4,Техническое обслуживание 4,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"43,300","21,600",A0007060_strО4
A,A0007060,О5,Техническое обслуживание 5,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"78,500","39,300",A0007060_strО5
A,A0007060,О6,Техническое обслуживание 6,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"123,000","61,500",A0007060_strО6
A,A0007060,О7,Техническое обслуживание 7,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"170,400","85,200",A0007060_strО7
A,A0007060,О8,Техническое обслуживание 8,200,2-0439,,960007060,4,2021-11-02,2021-11-02,2021-11-02,"1 800,000","900,000",A0007060_strО8
A,A0007083,ТО,Техническое обслуживание,200,1-0196,,960007083,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007083_strТО
A,A0007083,ТР,Текущий ремонт,200,1-0196,,960007083,4,2020-12-08,2020-12-07,2019-06-01,"19,000","8,000",A0007083_strТР
A,A0007084,ТО,Техническое обслуживание,200,1-0196,,960007084,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007084_strТО
A,A0007084,ТР,Текущий ремонт,200,1-0196,,960007084,4,2020-12-08,2020-12-07,2019-06-01,"19,000","8,000",A0007084_strТР
A,A0007085,КР,Капитальный ремонт,200,1-0222,,960007085,4,2020-12-08,2020-12-07,2019-06-01,"110,000","120,000",A0007085_strКР
A,A0007085,ТО,Техническое обслуживание,200,1-0222,,960007085,4,2020-12-08,2020-12-07,2019-06-01,"1,200","1,200",A0007085_strТО
A,A0007085,ТР,Текущий ремонт,200,1-0222,,960007085,4,2020-12-08,2020-12-07,2019-06-01,"24,000","12,000",A0007085_strТР
A,A0007086,ТО,Техническое обслуживание,200,1-0196,,960007086,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007086_strТО
A,A0007086,ТР,Текущий ремонт,200,1-0196,,960007086,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007086_strТР
A,A0007087,ТО,Техническое обслуживание,200,1-0196,,960007087,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007087_strТО
A,A0007087,ТР,Текущий ремонт,200,1-0196,,960007087,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007087_strТР
A,A0007088,ТО,Техническое обслуживание,200,1-0196,,960007088,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007088_strТО
A,A0007088,ТР,Текущий ремонт,200,1-0196,,960007088,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007088_strТР
A,A0007089,ТО,Техническое обслуживание,200,1-0196,,960007089,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007089_strТО
A,A0007089,ТР,Текущий ремонт,200,1-0196,,960007089,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007089_strТР
A,A0007090,ТО,Техническое обслуживание,200,1-0196,,960007090,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007090_strТО
A,A0007090,ТР,Текущий ремонт,200,1-0196,,960007090,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007090_strТР
A,A0007091,ТО,Техническое обслуживание,200,1-0196,,960007091,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007091_strТО
A,A0007091,ТР,Текущий ремонт,200,1-0196,,960007091,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007091_strТР
A,A0007092,ТО,Техническое обслуживание,200,1-0196,,960007092,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007092_strТО
A,A0007092,ТР,Текущий ремонт,200,1-0196,,960007092,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007092_strТР
A,A0007093,ТО,Техническое обслуживание,200,1-0196,,960007093,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007093_strТО
A,A0007093,ТР,Текущий ремонт,200,1-0196,,960007093,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007093_strТР
A,A0007094,ТО,Техническое обслуживание,200,1-0196,,960007094,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007094_strТО
A,A0007094,ТР,Текущий ремонт,200,1-0196,,960007094,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007094_strТР
A,A0007095,ТО,Техническое обслуживание,200,1-0196,,960007095,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007095_strТО
A,A0007095,ТР,Текущий ремонт,200,1-0196,,960007095,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007095_strТР
A,A0007096,ТО,Техническое обслуживание,200,1-0196,,960007096,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007096_strТО
A,A0007096,ТР,Текущий ремонт,200,1-0196,,960007096,4,2020-12-08,2020-12-07,2019-06-01,"7,000","3,500",A0007096_strТР
A,A0007098,ТО,Техническое обслуживание,200,1-0196,,960007098,4,2020-12-08,2020-12-07,2019-06-01,"0,200","0,200",A0007098_strТО
