Единица оборудования,Техническое место,Выбранная строка,Тип техкарты,Группа,СчетГруппТехкарт,ТкстТехкрт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Завод,Группа плановиков,Страт. предупр. ТОРО,Внешний идентификатор техкарты
,,,A,A0005263,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45636_30303
,,,A,A0005264,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45645_30304
,,,A,A0005264,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45646_30304
,,,A,A0005264,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45644_30304
,,,A,A0005265,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,45213_30305
,,,A,A0005265,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45214_30305
,,,A,A0005265,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45212_30305
,,,A,A0005266,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45461_30306
,,,A,A0005266,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45462_30306
,,,A,A0005266,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45460_30306
,,,A,A0005267,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,45603_30307
,,,A,A0005267,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45604_30307
,,,A,A0005267,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45602_30307
,,,A,A0005268,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49604_30308
,,,A,A0005268,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49605_30308
,,,A,A0005268,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49603_30308
,,,A,A0005269,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6312_30309
,,,A,A0005269,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6313_30309
,,,A,A0005269,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6311_30309
,,,A,A0005271,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,6282_30311
,,,A,A0005271,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6283_30311
,,,A,A0005271,ТО,Техническое обслуживание,4,2,1100,100,1-0205,6281_30311
,,,A,A0005272,Т1,Текущий ремонт 1,36,12,1100,100,2-0596,49737_30312
,,,A,A0005272,Т2,Текущий ремонт 2,54,18,1100,100,2-0596,49738_30312
,,,A,A0005272,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49736_30312
,,,A,A0005278,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45275_30318
,,,A,A0005278,Т2,Текущий ремонт 2,12,12,1100,100,1-0205,45276_30318
,,,A,A0005278,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45274_30318
,,,A,A0005279,Т1,Текущий ремонт 1,8,4,1100,100,2-0385,49590_30319
,,,A,A0005279,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49591_30319
,,,A,A0005279,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49589_30319
,,,A,A0005280,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49546_30320
,,,A,A0005280,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49547_30320
,,,A,A0005280,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49545_30320
,,,A,A0005281,КР,Капитальный ремонт,576,144,1100,100,1-0205,6274_30321
,,,A,A0005281,Т1,Текущий ремонт 1,8,4,1100,100,1-0205,6272_30321
,,,A,A0005281,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6273_30321
,,,A,A0005281,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6271_30321
,,,A,A0005282,Т1,Текущий ремонт 1,16,8,1100,100,1-0205,6367_30322
,,,A,A0005282,Т2,Текущий ремонт 2,32,16,1100,100,1-0205,6368_30322
,,,A,A0005282,ТО,Техническое обслуживание,2,2,1100,100,1-0205,6366_30322
,,,A,A0005283,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45357_30323
,,,A,A0005283,Т2,Текущий ремонт 2,12,12,1100,100,1-0205,45358_30323
,,,A,A0005283,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45356_30323
,,,A,A0005286,Т1,Текущий ремонт 1,24,12,1100,100,2-0385,49731_30326
,,,A,A0005286,Т2,Текущий ремонт 2,72,24,1100,100,2-0385,49732_30326
,,,A,A0005286,ТО,Техническое обслуживание,3,3,1100,100,2-0385,49730_30326
,,,A,A0005287,Т1,Текущий ремонт 1,24,12,1100,100,2-0596,49757_30327
,,,A,A0005287,Т2,Текущий ремонт 2,48,24,1100,100,2-0596,49758_30327
,,,A,A0005287,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49756_30327
,,,A,A0005288,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49506_30328
,,,A,A0005288,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49507_30328
,,,A,A0005288,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49505_30328
,,,A,A0005289,Т1,Текущий ремонт 1,8,4,1100,100,2-0623,49558_30329
,,,A,A0005289,Т2,Текущий ремонт 2,16,8,1100,100,2-0623,49559_30329
,,,A,A0005289,ТО,Техническое обслуживание,1,1,1100,100,2-0623,49557_30329
,,,A,A0005290,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6117_30330
,,,A,A0005290,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6118_30330
,,,A,A0005290,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6116_30330
,,,A,A0005291,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,45660_30331
,,,A,A0005291,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45661_30331
,,,A,A0005291,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45659_30331
,,,A,A0005292,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,3921_30332
,,,A,A0005292,Т2,Текущий ремонт 2,48,24,1100,100,1-0205,3922_30332
,,,A,A0005292,ТО,Техническое обслуживание,3,3,1100,100,1-0205,3920_30332
,,,A,A0005293,Т1,Текущий ремонт 1,24,12,1100,100,2-0385,49509_30333
,,,A,A0005293,Т2,Текущий ремонт 2,48,24,1100,100,2-0385,49510_30333
,,,A,A0005293,ТО,Техническое обслуживание,3,3,1100,100,2-0385,49508_30333
,,,A,A0005294,Т1,Текущий ремонт 1,10,5,1100,100,2-0355,49552_30334
,,,A,A0005294,Т2,Текущий ремонт 2,20,10,1100,100,2-0355,49553_30334
,,,A,A0005294,ТО,Техническое обслуживание,1,1,1100,100,2-0355,49551_30334
,,,A,A0005295,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6262_30335
,,,A,A0005295,Т2,Текущий ремонт 2,12,12,1100,100,1-0205,6263_30335
,,,A,A0005295,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6261_30335
,,,A,A0005297,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49540_30337
,,,A,A0005297,Т2,Текущий ремонт 2,20,10,1100,100,2-0385,49541_30337
,,,A,A0005297,ТО,Техническое обслуживание,2,2,1100,100,2-0385,49539_30337
,,,A,A0005299,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45606_30339
,,,A,A0005299,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45607_30339
,,,A,A0005299,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45605_30339
,,,A,A0005301,ТО,Техническое обслуживание,2,2,1100,100,1-0203,4542_30341
,,,A,A0005301,ТР,Текущий ремонт,24,12,1100,100,1-0203,4543_30341
,,,A,A0005302,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6315_30342
,,,A,A0005302,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6316_30342
,,,A,A0005302,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6314_30342
,,,A,A0005304,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,45619_30344
,,,A,A0005304,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,45620_30344
,,,A,A0005304,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45618_30344
,,,A,A0005306,КР,Капитальный ремонт,192,48,1100,100,1-0204,6260_30346
,,,A,A0005306,Т1,Текущий ремонт 1,12,6,1100,100,1-0204,6258_30346
,,,A,A0005306,Т2,Текущий ремонт 2,20,10,1100,100,1-0204,6259_30346
,,,A,A0005306,ТО,Техническое обслуживание,2,2,1100,100,1-0204,6257_30346
,,,A,A0005307,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45642_30347
,,,A,A0005307,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45643_30347
,,,A,A0005307,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45641_30347
,,,A,A0005308,КР,Капитальный ремонт,48,24,1100,100,1-0182,4192_30348
,,,A,A0005308,ТО,Техническое обслуживание,"0,5","0,5",1100,100,1-0182,4187_30348
,,,A,A0005309,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6306_30349
,,,A,A0005309,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6307_30349
,,,A,A0005309,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6305_30349
,,,A,A0005312,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6351_30352
,,,A,A0005312,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6352_30352
,,,A,A0005312,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6350_30352
,,,A,A0005313,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6120_30353
,,,A,A0005313,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6121_30353
,,,A,A0005313,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6119_30353
,,,A,A0005314,Т1,Текущий ремонт 1,24,12,1100,100,2-0355,49616_30354
,,,A,A0005314,Т2,Текущий ремонт 2,48,24,1100,100,2-0355,49617_30354
,,,A,A0005314,ТО,Техническое обслуживание,3,3,1100,100,2-0355,49615_30354
,,,A,A0005315,Т1,Текущий ремонт 1,36,12,1100,100,1-0179,45712_30355
,,,A,A0005315,Т2,Текущий ремонт 2,54,18,1100,100,1-0179,45713_30355
,,,A,A0005315,ТО,Техническое обслуживание,2,2,1100,100,1-0179,45711_30355
,,,A,A0005316,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,45470_30356
,,,A,A0005316,Т2,Текущий ремонт 2,32,16,1100,100,1-0205,45471_30356
,,,A,A0005316,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45453_30356
,,,A,A0005317,Т1,Текущий ремонт 1,10,5,1100,100,1-0137,4642_30357
,,,A,A0005317,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,4643_30357
,,,A,A0005317,ТО,Техническое обслуживание,1,1,1100,100,1-0137,4641_30357
,,,A,A0005318,ТО,Техническое обслуживание,3,3,1100,100,1-0109,6140_30358
,,,A,A0005318,ТР,Текущий ремонт,96,32,1100,100,1-0109,6141_30358
,,,A,A0005319,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,6288_30359
,,,A,A0005319,Т2,Текущий ремонт 2,32,16,1100,100,1-0205,6289_30359
,,,A,A0005319,ТО,Техническое обслуживание,2,2,1100,100,1-0205,6287_30359
,,,A,A0005320,Т1,Текущий ремонт 1,54,16,1100,100,1-0137,6111_30360
,,,A,A0005320,Т2,Текущий ремонт 2,72,24,1100,100,1-0137,6112_30360
,,,A,A0005320,ТО,Техническое обслуживание,3,3,1100,100,1-0137,6110_30360
,,,A,A0005322,Т1,Текущий ремонт 1,72,24,1100,100,1-0137,6108_30362
,,,A,A0005322,Т2,Текущий ремонт 2,144,48,1100,100,1-0137,6109_30362
,,,A,A0005322,ТО,Техническое обслуживание,3,3,1100,100,1-0137,6107_30362
,,,A,A0005323,Т1,Текущий ремонт 1,54,16,1100,100,1-0137,45318_30363
,,,A,A0005323,Т2,Текущий ремонт 2,72,24,1100,100,1-0137,45319_30363
,,,A,A0005323,ТО,Техническое обслуживание,3,3,1100,100,1-0137,45317_30363
,,,A,A0005325,Т1,Текущий ремонт 1,54,24,1100,100,1-0137,45315_30365
,,,A,A0005325,Т2,Текущий ремонт 2,72,24,1100,100,1-0137,45316_30365
,,,A,A0005325,ТО,Техническое обслуживание,3,3,1100,100,1-0137,45314_30365
,,,A,A0005326,Т1,Текущий ремонт 1,54,16,1100,100,1-0137,45321_30366
,,,A,A0005326,Т2,Текущий ремонт 2,72,24,1100,100,1-0137,45322_30366
,,,A,A0005326,ТО,Техническое обслуживание,3,3,1100,100,1-0137,45320_30366
,,,A,A0005327,ТО,Техническое обслуживание,1,1,1100,100,1-0217,45301_30367
,,,A,A0005327,ТР,Текущий ремонт,96,24,1100,100,1-0217,45302_30367
,,,A,A0005328,Т1,Текущий ремонт 1,54,24,1100,100,2-0355,49625_30368
,,,A,A0005328,Т2,Текущий ремонт 2,72,24,1100,100,2-0355,49626_30368
,,,A,A0005328,ТО,Техническое обслуживание,3,3,1100,100,2-0355,49624_30368
,,,A,A0005329,ТО,Техническое обслуживание,1,1,1100,100,1-0217,45312_30369
,,,A,A0005329,ТР,Текущий ремонт,96,24,1100,100,1-0217,45313_30369
,,,A,A0005330,Т1,Текущий ремонт 1,48,16,1100,100,1-0189,45324_30370
,,,A,A0005330,Т2,Текущий ремонт 2,72,24,1100,100,1-0189,45325_30370
,,,A,A0005330,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45323_30370
,,,A,A0005332,Т1,Текущий ремонт 1,6,6,1100,100,1-0192,4903_30372
,,,A,A0005332,Т2,Текущий ремонт 2,24,12,1100,100,1-0192,4904_30372
,,,A,A0005332,ТО,Техническое обслуживание,1,1,1100,100,1-0192,4902_30372
,,,A,A0005333,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45528_30373
,,,A,A0005333,Т2,Текущий ремонт 2,20,10,1100,100,1-0205,45529_30373
,,,A,A0005333,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45527_30373
,,,A,A0005335,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,45489_30375
,,,A,A0005335,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,45490_30375
,,,A,A0005335,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45488_30375
,,,A,A0005337,Т1,Текущий ремонт 1,24,12,1100,100,2-0596,49728_30377
,,,A,A0005337,Т2,Текущий ремонт 2,48,24,1100,100,2-0596,49729_30377
,,,A,A0005337,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49727_30377
,,,A,A0005338,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,45473_30378
,,,A,A0005338,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,45474_30378
,,,A,A0005338,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45472_30378
,,,A,A0005339,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6309_30379
,,,A,A0005339,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6310_30379
,,,A,A0005339,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6308_30379
,,,A,A0005341,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,45256_30381
,,,A,A0005341,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45257_30381
,,,A,A0005341,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45255_30381
,,,A,A0005342,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45516_30382
,,,A,A0005342,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45517_30382
,,,A,A0005342,ТО,Техническое обслуживание,4,2,1100,100,1-0205,45515_30382
,,,A,A0005346,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45507_30386
,,,A,A0005346,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45508_30386
,,,A,A0005346,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45506_30386
,,,A,A0005347,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45531_30387
,,,A,A0005347,Т2,Текущий ремонт 2,20,10,1100,100,1-0205,45532_30387
,,,A,A0005347,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45530_30387
,,,A,A0005348,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,6300_30388
,,,A,A0005348,Т2,Текущий ремонт 2,20,10,1100,100,1-0205,6301_30388
,,,A,A0005348,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6299_30388
,,,A,A0005349,Т1,Текущий ремонт 1,36,12,1100,100,2-0596,49740_30389
,,,A,A0005349,Т2,Текущий ремонт 2,54,18,1100,100,2-0596,49741_30389
,,,A,A0005349,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49739_30389
,,,A,A0005351,Т1,Текущий ремонт 1,12,12,1100,100,2-0355,49708_30391
,,,A,A0005351,Т2,Текущий ремонт 2,14,14,1100,100,2-0355,49709_30391
,,,A,A0005351,ТО,Техническое обслуживание,2,2,1100,100,2-0355,49707_30391
,,,A,A0005352,Т1,Текущий ремонт 1,12,6,1100,100,2-0402,49719_30392
,,,A,A0005352,Т2,Текущий ремонт 2,20,10,1100,100,2-0402,49720_30392
,,,A,A0005352,ТО,Техническое обслуживание,2,2,1100,100,2-0402,49718_30392
,,,A,A0005353,Т1,Текущий ремонт 1,12,6,1100,100,1-0137,45495_30393
,,,A,A0005353,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,45496_30393
,,,A,A0005353,ТО,Техническое обслуживание,2,2,1100,100,1-0137,45494_30393
,,,A,A0005354,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,4185_30394
,,,A,A0005354,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,4186_30394
,,,A,A0005354,ТО,Техническое обслуживание,3,3,1100,100,1-0137,4184_30394
,,,A,A0005355,Т1,Текущий ремонт 1,12,6,1100,100,1-0189,45715_30395
,,,A,A0005355,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45716_30395
,,,A,A0005355,ТО,Техническое обслуживание,1,1,1100,100,1-0189,45714_30395
,,,A,A0005356,Т1,Текущий ремонт 1,6,3,1100,100,1-0189,45513_30396
,,,A,A0005356,Т2,Текущий ремонт 2,12,6,1100,100,1-0189,45514_30396
,,,A,A0005356,ТО,Техническое обслуживание,1,1,1100,100,1-0189,45512_30396
,,,A,A0005357,Т1,Текущий ремонт 1,24,12,1100,100,2-0385,49743_30397
,,,A,A0005357,Т2,Текущий ремонт 2,48,18,1100,100,2-0385,49744_30397
,,,A,A0005357,ТО,Техническое обслуживание,2,2,1100,100,2-0385,49742_30397
,,,A,A0005358,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6354_30398
,,,A,A0005358,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6355_30398
,,,A,A0005358,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6353_30398
,,,A,A0005359,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6376_30399
,,,A,A0005359,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6377_30399
,,,A,A0005359,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6375_30399
,,,A,A0005360,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6373_30400
,,,A,A0005360,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6374_30400
,,,A,A0005360,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6372_30400
,,,A,A0005361,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,6276_30401
,,,A,A0005361,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6277_30401
,,,A,A0005361,ТО,Техническое обслуживание,4,2,1100,100,1-0205,6275_30401
,,,A,A0005362,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6370_30402
,,,A,A0005362,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6371_30402
,,,A,A0005362,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6369_30402
,,,A,A0005364,Т1,Текущий ремонт 1,12,6,1100,100,2-0385,49711_30404
,,,A,A0005364,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49712_30404
,,,A,A0005364,ТО,Техническое обслуживание,4,2,1100,100,2-0385,49710_30404
,,,A,A0005370,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,45492_30410
,,,A,A0005370,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,45493_30410
,,,A,A0005370,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45491_30410
,,,A,A0005373,Т1,Текущий ремонт 1,8,8,1100,100,1-0137,3802_30413
,,,A,A0005373,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,3803_30413
,,,A,A0005373,ТО,Техническое обслуживание,3,3,1100,100,1-0137,3801_30413
,,,A,A0005374,Т1,Текущий ремонт 1,8,8,1100,100,1-0137,3787_30414
,,,A,A0005374,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,3788_30414
,,,A,A0005374,ТО,Техническое обслуживание,3,3,1100,100,1-0137,3786_30414
,,,A,A0005376,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,6228_30416
,,,A,A0005376,Т2,Текущий ремонт 2,72,24,1100,100,1-0205,6229_30416
,,,A,A0005376,ТО,Техническое обслуживание,3,3,1100,100,1-0205,6227_30416
,,,A,A0005377,КР,Капитальный ремонт,72,24,1100,100,1-0206,48844_30417
,,,A,A0005377,ТО,Техническое обслуживание,3,3,1100,100,1-0206,48842_30417
,,,A,A0005377,ТР,Текущий ремонт,24,12,1100,100,1-0206,48843_30417
,,,A,A0005378,Т1,Текущий ремонт 1,24,12,1100,100,2-0355,49680_30418
,,,A,A0005378,Т2,Текущий ремонт 2,48,24,1100,100,2-0355,49681_30418
,,,A,A0005378,ТО,Техническое обслуживание,3,3,1100,100,2-0355,49679_30418
,,,A,A0005379,Т1,Текущий ремонт 1,48,12,1100,100,2-0596,49765_30419
,,,A,A0005379,Т2,Текущий ремонт 2,72,24,1100,100,2-0596,49766_30419
,,,A,A0005379,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49764_30419
,,,A,A0005380,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45519_30420
,,,A,A0005380,Т2,Текущий ремонт 2,20,10,1100,100,1-0205,45526_30420
,,,A,A0005380,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45518_30420
,,,A,A0005381,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,45674_30421
,,,A,A0005381,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,45675_30421
,,,A,A0005381,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45673_30421
,,,A,A0005382,Т1,Текущий ремонт 1,36,12,1100,100,1-0219,45413_30422
,,,A,A0005382,Т2,Текущий ремонт 2,54,18,1100,100,1-0219,45414_30422
,,,A,A0005382,ТО,Техническое обслуживание,2,2,1100,100,1-0219,45412_30422
,,,A,A0005383,Т1,Текущий ремонт 1,36,12,1100,100,1-0205,48846_30423
,,,A,A0005383,Т2,Текущий ремонт 2,72,24,1100,100,1-0205,48847_30423
,,,A,A0005383,ТО,Техническое обслуживание,3,3,1100,100,1-0205,48845_30423
,,,A,A0005385,КР,Капитальный ремонт,72,24,1100,100,1-0206,48841_30425
,,,A,A0005385,ТО,Техническое обслуживание,3,3,1100,100,1-0206,48839_30425
,,,A,A0005385,ТР,Текущий ремонт,24,12,1100,100,1-0206,48840_30425
,,,A,A0005386,Т1,Текущий ремонт 1,48,16,1100,100,2-0596,49690_30426
,,,A,A0005386,Т2,Текущий ремонт 2,72,24,1100,100,2-0596,49691_30426
,,,A,A0005386,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49689_30426
,,,A,A0005387,Т1,Текущий ремонт 1,36,12,1100,100,2-0385,49693_30427
,,,A,A0005387,Т2,Текущий ремонт 2,72,24,1100,100,2-0385,49694_30427
,,,A,A0005387,ТО,Техническое обслуживание,3,3,1100,100,2-0385,49692_30427
,,,A,A0005388,Т1,Текущий ремонт 1,16,8,1100,100,1-0189,33379_30428
,,,A,A0005388,Т2,Текущий ремонт 2,24,12,1100,100,1-0189,4946_30428
,,,A,A0005388,ТО,Техническое обслуживание,2,2,1100,100,1-0189,4945_30428
,,,A,A0005390,Т1,Текущий ремонт 1,36,12,1100,100,1-0189,45451_30430
,,,A,A0005390,Т2,Текущий ремонт 2,54,18,1100,100,1-0189,45452_30430
,,,A,A0005390,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45450_30430
,,,A,A0005395,КР,Капитальный ремонт,48,24,1100,100,1-0185,4215_30435
,,,A,A0005395,ТО,Техническое обслуживание,"0,5","0,5",1100,100,1-0185,4212_30435
,,,A,A0005395,ТР,Текущий ремонт,24,12,1100,100,1-0185,4213_30435
,,,A,A0005396,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6186_30436
,,,A,A0005396,Т2,Текущий ремонт 2,20,10,1100,100,1-0205,6187_30436
,,,A,A0005396,ТО,Техническое обслуживание,2,2,1100,100,1-0205,6185_30436
,,,A,A0005399,Т1,Текущий ремонт 1,36,12,1100,100,1-0189,45306_30439
,,,A,A0005399,Т2,Текущий ремонт 2,54,18,1100,100,1-0189,45307_30439
,,,A,A0005399,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45297_30439
,,,A,A0005403,КР,Капитальный ремонт,48,24,1100,100,1-0185,4341_30443
,,,A,A0005403,ТО,Техническое обслуживание,"2,25",1,1100,100,1-0185,4338_30443
,,,A,A0005403,ТР,Текущий ремонт,24,12,1100,100,1-0185,4339_30443
,,,A,A0005404,КР,Капитальный ремонт,48,24,1100,100,1-0182,4198_30444
,,,A,A0005404,ТО,Техническое обслуживание,"0,5","0,5",1100,100,1-0182,4193_30444
,,,A,A0005405,Т1,Текущий ремонт 1,24,12,1100,100,1-0137,45408_30445
,,,A,A0005405,Т2,Текущий ремонт 2,48,24,1100,100,1-0137,45409_30445
,,,A,A0005405,ТО,Техническое обслуживание,3,3,1100,100,1-0137,45407_30445
,,,A,A0005406,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,6364_30446
,,,A,A0005406,Т2,Текущий ремонт 2,48,24,1100,100,1-0205,6365_30446
,,,A,A0005406,ТО,Техническое обслуживание,3,3,1100,100,1-0205,6363_30446
,,,A,A0005407,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45396_30447
,,,A,A0005407,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45397_30447
,,,A,A0005407,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45395_30447
,,,A,A0005408,КР,Капитальный ремонт,48,24,1100,100,1-0182,4225_30448
,,,A,A0005408,ТО,Техническое обслуживание,"0,5","0,5",1100,100,1-0182,4220_30448
,,,A,A0005410,КР,Капитальный ремонт,"68,2",48,1100,100,2-0458,4481_30450
,,,A,A0005410,ТО,Техническое обслуживание,"3,8",2,1100,100,2-0458,4479_30450
,,,A,A0005410,ТР,Текущий ремонт,48,24,1100,100,2-0458,4480_30450
,,,A,A0005415,КР,Капитальный ремонт,96,48,1100,100,1-0173,3617_30455
,,,A,A0005415,ТО,Техническое обслуживание,14,7,1100,100,1-0173,3615_30455
,,,A,A0005415,ТР,Текущий ремонт,48,24,1100,100,1-0173,3616_30455
,,,A,A0005416,Т1,Текущий ремонт 1,32,16,1100,100,2-0355,45448_30456
,,,A,A0005416,Т2,Текущий ремонт 2,72,24,1100,100,2-0355,45449_30456
,,,A,A0005416,ТО,Техническое обслуживание,2,2,1100,100,2-0355,45447_30456
,,,A,A0005417,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49789_30457
,,,A,A0005417,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49790_30457
,,,A,A0005417,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49788_30457
,,,A,A0005418,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45354_30458
,,,A,A0005418,Т2,Текущий ремонт 2,12,12,1100,100,1-0205,45355_30458
