Единица оборудования,Техническое место,Выбранная строка,Тип техкарты,Группа,СчетГруппТехкарт,ТкстТехкрт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Завод,Группа плановиков,Страт. предупр. ТОРО,Внешний идентификатор техкарты
,,,A,M0011293,ТО,ТО КИП ЛК6 (поз.224-2),2,2,1200,300,1-2021,
,,,A,M0011294,ТО,ТО КИП ЛК7 (поз.224-3),2,2,1200,300,1-2021,
,,,A,M0011295,ТО,"ТО КИП МШЦ 4,5x7,5 (поз.15-3)",4,4,1200,300,1-2021,
,,,A,M0011296,ТО,ТО КИП маслостанции МЩЦ поз. 15-3,3,3,1200,300,1-2021,
,,,A,M0011297,ТО,ТО КИП концентрат. Knelson (поз. 21a-5),2,2,1200,300,1-2021,
,,,A,M0011298,ТО,ТО КИП концентрат. Knelson (поз. 21a-6),2,2,1200,300,1-2021,
,,,A,M0011299,ТО,ТО КИП насоса пескового (поз. 17-3),4,4,1200,300,1-2021,
,,,A,M0011300,ТО,ТО КИП насоса пескового (поз. 17-4),4,4,1200,300,1-2021,
,,,A,M0011301,ТО,ТО КИП насоса шламового (поз.23-5),4,4,1200,300,1-2021,
,,,A,M0011302,ТО,ТО КИП насоса шламового (поз.23-6),4,4,1200,300,1-2021,
,,,A,M0011303,ТО,ТО КИП батареи гидроциклонов (поз.19-3a),2,2,1200,300,1-2021,
,,,A,M0011304,ТО,ТО КИП грохота вибрационного (поз.20-5),2,2,1200,300,1-2021,
,,,A,M0011305,ТО,ТО КИП грохота вибрационного (поз.20-6),2,2,1200,300,1-2021,
,,,A,M0011306,ТО,ТО КИП Автомобильные весы METLER TOLLEDO,1,1,1200,300,1-1991,
,,,A,M9600003,О1,Техническое обслуживание 1,0,0,1200,200,,
,,,A,MF0017,О1,ТО1 WB97S-5E0,0,0,1504,100,2-0238,WB97S-5E0_E03_01
,,,A,MF0017,О2,ТО2 WB97S-5E0,0,0,1504,100,2-0238,WB97S-5E0_E03_01
,,,A,MF0017,О3,ТО3 WB97S-5E0,0,0,1504,100,2-0238,WB97S-5E0_E03_01
,,,A,MF0017,СО,СТО WB97S-5E0,0,0,1504,100,1-2000,WB97S-5E0_E03_01
,,,A,MF0024,КР,Капитальный ремонт  КМ 300000,0,0,1504,100,2-1951,France SFR160 Crossway_E04_01
,,,A,MF0024,О2,ТО Crossway,24,9,1504,100,2-0240,France SFR160 Crossway_E04_01
,,,A,MF0024,РТ,Текущий ремонт по времени,12,48,1504,100,1-2007,FRANCE SFR160 CROSSWAY_E04_01
,,,A,MF0024,СО,СТО Crossway,"28,8",17,1504,100,1-2000,FRANCE SFR160 CROSSWAY_E04_01
,,,A,MF0024,ТО,Техническое обслуживание,24,9,1504,100,2-0114,FRANCE SFR160 CROSSWAY_E04_01
,,,A,MF0025,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,HIACE_E04_01
,,,A,MF0025,СО,Сезонное ТО,17,7,1504,100,1-2000,HIACE_E04_01
,,,A,MF0025,ТО,Техническое обслуживание,14,5,1504,100,2-2011,HIACE_E04_01
,,,A,MF0026,О2,ТО Hilux,15,5,1504,100,2-0239,HILUX_E04_01
,,,A,MF0026,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,HILUX_E04_01
,,,A,MF0026,СО,CТО Hilux,14,5,1504,100,1-2000,HILUX_E04_01
,,,A,MF0026,ТО,Техническое обслуживание,14,5,1504,100,2-2011,HILUX_E04_01
,,,A,MF0027,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,L200_E04_01
,,,A,MF0027,СО,Сезонное ТО,17,7,1504,100,1-2000,L200_E04_01
,,,A,MF0027,ТО,Техническое обслуживание,14,5,1504,100,2-2011,L200_E04_01
,,,A,MF0030,О2,ТО LC 200,15,5,1504,100,2-0239,LC 200_E04_01
,,,A,MF0030,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,
,,,A,MF0030,СО,CТО LC 200,17,7,1504,100,1-2000,LC 200_E04_01
,,,A,MF0030,ТО,Техническое обслуживание (УСО),14,5,1504,100,2-2027,LC 200_E04_01
,,,A,MF0033,О2,ТО LC Prado,15,5,1504,100,2-0239,LC PRADO_E04_01
,,,A,MF0033,СО,СТО LC Prado,"16,6","5,5",1504,100,1-2000,LC PRADO_E04_01
,,,A,MF0033,ТО,Техническое обслуживание,14,5,1504,100,2-2011,LC PRADO_E04_01
,,,A,MF0033,ТР,Текущий ремонт,0,32,1504,100,1-2007,
,,,A,MF0035,О2,ТО Mercedes-Benz 223652,14,5,1504,100,2-0239,MERCEDES-BENZ 223652 SPRINTER_E04_01
,,,A,MF0035,СО,СТО Mercedes-Benz 223652,17,7,1504,100,1-2000,MERCEDES-BENZ 223652 SPRINTER_E04_01
,,,A,MF0035,ТР,ТР Mercedes-Benz 223652,0,48,1504,100,1-2007,MERCEDES-BENZ 223652 SPRINTER_E04_01
,,,A,MF0037,О2,ТО SsangYong Rexton,0,0,1504,100,2-0239,SsangYong Rexton_E04_01
,,,A,MF0037,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,SSANGYONG REXTON_E04_01
,,,A,MF0037,СО,СТО SsangYong Rexton,17,7,1504,100,1-2000,SSANGYONG REXTON_E04_01
,,,A,MF0037,ТО,Техническое обслуживание,14,5,1504,100,2-2011,SSANGYONG REXTON_E04_01
,,,A,MF0041,О1,ТО1 ГАЗ-322173,3,1,1504,100,2-0236,ГАЗ-322173_E04_01
,,,A,MF0041,О2,ТО2 ГАЗ-322173,15,5,1504,100,2-0236,ГАЗ-322173_E04_01
,,,A,MF0041,СО,СТО ГАЗ-322173,16,"5,3",1504,100,2-0236,ГАЗ-322173_E04_01
,,,A,MF0050,О1,ТО1КАВЗ-4235,"6,5",1,1504,100,2-0235,КАВЗ-4235-31_E04_01
,,,A,MF0050,О2,ТО2 КАВЗ-4235,20,7,1504,100,2-0235,КАВЗ-4235-31_E04_01
,,,A,MF0050,РТ,Текущий ремонт по времени,"34,3",48,1504,100,1-2007,КАВЗ-4235-31_E04_01
,,,A,MF0050,СО,СТО КАВЗ-4235,"21,8",9,1504,100,1-2000,КАВЗ-4235-31_E04_01
,,,A,MF0053,О1,ТО1 АВТОБУС СПЕЦ. УЗСТ 5861-28,4,1,1504,100,2-0235,НЕФАЗ-4208-10-03_E04_01
,,,A,MF0053,О2,ТО2 АВТОБУС СПЕЦ. УЗСТ 5861-28,16,8,1504,100,2-0235,НЕФАЗ-4208-10-03_E04_01
,,,A,MF0053,РТ,Текущий ремонт по времени,60,40,1504,100,1-2007,НЕФАЗ-4208-10-03_E04_01
,,,A,MF0053,СО,СТО АВТОБУС СПЕЦ. УЗСТ 5861-28,18,12,1504,100,1-2000,НЕФАЗ-4208-10-03_E04_01
,,,A,MF0057,КР,Капитальный ремонт,0,0,1504,100,2-0301,НЕФАЗ-4208-11-13_E04_01
,,,A,MF0057,О1,ТО1 НЕФАЗ-4208,4,1,1504,100,2-0235,НЕФАЗ-4208-11-13_E04_01
,,,A,MF0057,О2,ТО2 НЕФАЗ-4208,16,8,1504,100,2-0235,НЕФАЗ-4208-11-13_E04_01
,,,A,MF0057,РТ,Текущий ремонт по времени,60,28,1504,100,1-2007,НЕФАЗ-4208-11-13_E04_01
,,,A,MF0057,СО,Сезонное обслуживание,18,12,1504,100,1-2000,НЕФАЗ-4208-11-13_E04_01
,,,A,MF0060,О1,ТО1 НЕФАЗ-5299 АВТОБ cummins,"8,3",2,1504,100,2-0235,НЕФАЗ-5299-0000011-52_E04_01
,,,A,MF0060,О2,ТО2 НЕФАЗ-5299 АВТОБ cummins,"34,7",7,1504,100,2-0235,НЕФАЗ-5299-0000011-52_E04_01
,,,A,MF0060,РТ,Текущий ремонт по времени,"58,6",48,1504,100,1-2007,НЕФАЗ-5299-0000011-52_E04_01
,,,A,MF0060,СО,CТО НЕФАЗ-5299 АВТОБ cummins,"38,1",10,1504,100,1-2000,НЕФАЗ-5299-0000011-52_E04_01
,,,A,MF0072,О1,ТО1 Урал 4320,4,1,1504,100,2-0235,Лаб.6614В2 ш.Урал 4320-1151-61_E04_04
,,,A,MF0072,О2,ТО2 Урал 4320,16,8,1504,100,2-0235,Лаб.6614В2 ш.Урал 4320-1151-61_E04_04
,,,A,MF0072,РТ,Текущий ремонт по времени,"17,5",15,1504,100,1-2007,Лаб.6614В2 ш.Урал 4320-1151-61_E04_04
,,,A,MF0072,СО,СТО Урал 4320,18,12,1504,100,1-2000,Лаб.6614В2 ш.Урал 4320-1151-61_E04_04
,,,A,MF0077,КР,Капитальный ремонт  КМ 105000,0,60,1504,100,2-0307,УАЗ PATRIOT_E04_01
,,,A,MF0077,О1,ТО УАЗ Patriot,3,1,1504,100,2-0236,УАЗ PATRIOT_E04_01
,,,A,MF0077,О2,ТО2 УАЗ Patriot,13,"6,5",1504,100,2-0236,УАЗ PATRIOT_E04_01
,,,A,MF0077,РТ,Текущий ремонт по времени,30,32,1504,100,1-2007,УАЗ PATRIOT_E04_01
,,,A,MF0077,СО,СТО УАЗ Patriot,15,"7,5",1504,100,1-2000,УАЗ PATRIOT_E04_01
,,,A,MF0078,СО,Сезонное ТО,15,7,1504,100,1-2000,УАЗ PATRIOT_E04_01
,,,A,MF0086,О1,ТО1 УАЗ-31519-595-01 Hunter,3,1,1504,100,2-0236,УАЗ-31519-595-01 HUNTER_E04_01
,,,A,MF0086,О2,ТО2 УАЗ-31519-595-01 Hunter,13,5,1504,100,2-0236,УАЗ-31519-595-01 HUNTER_E04_01
,,,A,MF0086,РТ,Текущий ремонт по времени,30,32,1504,100,1-2007,УАЗ-31519-595-01 HUNTER_E04_01
,,,A,MF0086,СО,СТО УАЗ-31519-595-01 Hunter,15,7,1504,100,1-2000,УАЗ-31519-595-01 HUNTER_E04_01
,,,A,MF0094,О1,ТО1 УАЗ-390945,3,1,1504,100,2-0236,УАЗ-390945_E04_01
,,,A,MF0094,О2,ТО2 УАЗ-390945,13,5,1504,100,2-0236,УАЗ-390945_E04_01
,,,A,MF0094,РТ,Текущий ремонт по времени,24,33,1504,100,1-2007,УАЗ-390945_E04_01
,,,A,MF0094,СО,СТО УАЗ-390945,15,7,1504,100,1-2000,УАЗ-390945_E04_01
,,,A,MF0099,КР,Капитальный ремонт,0,231,1504,100,2-0302,IVECO-AMT 633910 ТЯГАЧ_E04_02
,,,A,MF0099,РТ,Текущий ремонт по времени,60,32,1504,100,1-2007,IVECO-AMT 633910 ТЯГАЧ_E04_02
,,,A,MF0099,СО,Сезонное обслуживание,31,22,1504,100,1-2000,IVECO-AMT 633910 ТЯГАЧ_E04_02
,,,A,MF0099,ТО,Техническое обслуживание,26,13,1504,100,2-0114,IVECO-AMT 633910 ТЯГАЧ_E04_02
,,,A,MF0104,КР,Капитальный ремонт ДВС,0,160,1504,100,2-0302,FMX 6X6T_E04_02
,,,A,MF0104,РТ,Текущий ремонт по времени,14,32,1504,100,1-2007,FMX 6X6T_E04_02
,,,A,MF0104,СО,Сезонное обслуживание,41,20,1504,100,1-2000,FMX 6X6T_E04_02
,,,A,MF0104,ТО,Техническое обслуживание,34,16,1504,100,2-1985,FMX 6X6T_E04_02
,,,A,MF0104,ТР,Текущий ремонт Volvo 6x6,14,32,1504,100,2-0241,FMX 6X6T_E04_02
,,,A,MF0107,РТ,Текущий ремонт по времени,60,32,1504,100,1-2007,TRAKKER AT380T56E_E04_02
,,,A,MF0107,СО,СТО Trakker IVECO,31,22,1504,100,1-2000,Trakker AT380T56E_E04_02
,,,A,MF0107,ТО,Техническое обслуживание,26,13,1504,100,2-0114,Trakker AT380T56E_E04_02
,,,A,MF0108,О1,Техническое обслуживание 1,1,4,1504,100,2-0235,КАМАЗ-43114-15_E04_02
,,,A,MF0108,О2,Техническое обслуживание 2,8,16,1504,100,2-0235,КАМАЗ-43114-15_E04_02
,,,A,MF0108,РТ,Текущий ремонт по времени,29,31,1504,100,1-2007,КАМАЗ-43114-15_E04_02
,,,A,MF0108,СО,Сезонное ТО,12,18,1504,100,1-2000,КАМАЗ-43114-15_E04_02
,,,A,MF0110,О1,Техническое обслуживание 1,6,2,1504,100,2-0235,КАМАЗ-43118_E04_02
,,,A,MF0110,О2,Техническое обслуживание 2,22,11,1504,100,2-0235,КАМАЗ-43118_E04_02
,,,A,MF0110,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,
,,,A,MF0110,СО,Сезонное ТО,24,16,1504,100,1-2000,КАМАЗ-43118_E04_02
,,,A,MF0113,КР,Капитальный ремонт,489,138,1504,100,2-1932,КАМАЗ-4326-15_E04_02
,,,A,MF0113,О1,ТО1КАМАЗ,5,3,1504,100,2-0235,КАМАЗ-4326-15_E04_02
,,,A,MF0113,О2,ТО2 КАМАЗ,20,13,1504,100,2-0235,КАМАЗ-4326-15_E04_02
,,,A,MF0113,РТ,Текущий ремонт по времени,"87,3",31,1504,100,1-2007,КАМАЗ-4326-15_E04_02
,,,A,MF0113,СО,Сезонное обслуживание,22,15,1504,100,1-2000,КАМАЗ-4326-15_E04_02
,,,A,MF0124,О1,ТО1 КАМАЗ Cummins,5,3,1504,100,2-0235,КАМАЗ-65115-1694-62_E04_02
,,,A,MF0124,О2,ТО2 КАМАЗ Cummins,20,13,1504,100,2-0235,КАМАЗ-65115-1694-62_E04_02
,,,A,MF0124,РТ,Текущий ремонт по времени,"87,3","37,7",1504,100,1-2007,КАМАЗ-65115-1694-62_E04_02
,,,A,MF0124,СО,СТО КАМАЗ Cummins,22,15,1504,100,1-2000,КАМАЗ-65115-1694-62_E04_02
,,,A,MF0134,О1,Техническое обслуживание 1,2,5,1504,100,2-0235,КАМАЗ-68901-32_E04_02
,,,A,MF0134,О2,Техническое обслуживание 2,10,19,1504,100,2-0235,КАМАЗ-68901-32_E04_02
,,,A,MF0134,РТ,Текущий ремонт по времени,0,31,1504,100,1-2007,КАМАЗ-68901-32_E04_02
,,,A,MF0134,СО,Сезонное ТО,15,21,1504,100,1-2000,КАМАЗ-68901-32_E04_02
,,,A,MF0149,РТ,Текущий ремонт по времени,14,32,1504,100,1-2007,FM TRUCK 8X4_E04_03
,,,A,MF0149,СО,СТО Volvo Truck 8x4,41,20,1504,100,1-2000,FM TRUCK 8X4_E04_03
,,,A,MF0149,ТО,Техническое обслуживание,34,16,1504,100,2-1985,FM TRUCK 8X4_E04_03
,,,A,MF0159,О1,Техническое обслуживание 1,5,2,1504,100,2-0235,АЦ НА Ш.НЕФАЗ-66062-10_E04_03
,,,A,MF0159,О2,Техническое обслуживание 2,19,11,1504,100,2-0235,АЦ НА Ш.НЕФАЗ-66062-10_E04_03
,,,A,MF0159,РТ,Текущий ремонт по времени,0,33,1504,100,1-2007,АЦ НА Ш.НЕФАЗ-66062-10_E04_03
,,,A,MF0159,СО,Сезонное ТО,21,16,1504,100,1-2000,АЦ НА Ш.НЕФАЗ-66062-10_E04_03
,,,A,MF0162,О1,Техническое обслуживание 1,4,1,1504,100,2-0235,АЦ НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0162,О2,Техническое обслуживание 2,15,8,1504,100,2-0235,АЦ НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0162,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,АЦ НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0162,СО,Сезонное ТО,16,12,1504,100,1-2000,АЦ НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0169,О1,Техническое обслуживание 1,2,5,1504,100,2-0235,АЦ НЕФАЗ-66065-10_E04_03
,,,A,MF0169,О2,Техническое обслуживание 2,11,19,1504,100,2-0235,АЦ НЕФАЗ-66065-10_E04_03
,,,A,MF0169,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,АЦ НЕФАЗ-66065-10_E04_03
,,,A,MF0169,СО,Сезонное ТО,16,21,1504,100,1-2000,АЦ НЕФАЗ-66065-10_E04_03
,,,A,MF0171,О1,Техническое обслуживание 1,4,1,1504,100,2-0235,АЦ-56274-12 НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0171,О2,Техническое обслуживание 2,15,8,1504,100,2-0235,АЦ-56274-12 НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0171,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,
,,,A,MF0171,СО,Сезонное ТО,16,12,1504,100,1-2000,АЦ-56274-12 НА Ш.КАМАЗ-43118_E04_03
,,,A,MF0173,КР,Капитальный ремонт  КМ 120000,0,0,1504,100,2-0301,АЦ-66131_E04_03
,,,A,MF0173,О1,ТО1 КАМАЗ 740 - АЦ,5,2,1504,100,2-0235,АЦ-66131_E04_03
,,,A,MF0173,О2,ТО2 КАМАЗ 740 - АЦ,19,11,1504,100,2-0235,АЦ-66131_E04_03
,,,A,MF0173,РТ,Текущий ремонт по времени,48,33,1504,100,1-2007,АЦ-66131_E04_03
,,,A,MF0173,СО,СТО КАМАЗ 740 - АЦ,21,16,1504,100,1-2000,АЦ-66131_E04_03
,,,A,MF0201,59,ТО1 рабочего оборудования,6,3,1504,100,2-706,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,61,ТО2 рабочего оборудования,22,11,1504,100,2-706,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,О1,Техническое обслуживание 1,5,3,1504,100,2-0235,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,О2,Техническое обслуживание 2,19,13,1504,100,2-0235,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,Р0,Текущий ремонт оборудования,"102,5",1,1504,100,2-706,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,РТ,Текущий ремонт по времени,0,31,1504,100,1-2007,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0201,СО,Сезонное ТО,21,15,1504,100,1-2000,КМУ НА Ш.КАМАЗ-44108-24_E04_03
,,,A,MF0217,59,ТО1 рабочего оборудования,6,3,1504,100,2-706,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,61,ТО2 рабочего оборудования,22,11,1504,100,2-706,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,О1,ТО1 КАМАЗ-431184,6,2,1504,100,2-0235,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,О2,ТО2 КАМАЗ-431184,22,11,1504,100,2-0235,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,Р0,Текущий ремонт оборудования,"102,5",1,1504,100,2-706,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,РТ,Текущий ремонт по времени,"17,5",40,1504,100,1-2007,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0217,СО,СТО КАМАЗ-431184,24,16,1504,100,1-2000,58492Р-0000010 Ш.КАМАЗ-431184_E04_04
,,,A,MF0220,О2,ТО Sollers F-CF,16,4,1504,100,2-0239,SOLLERS F-CF_E04_04
,,,A,MF0220,РТ,Текущий ремонт по времени,0,33,1504,100,1-2007,SOLLERS F-CF_E04_04
,,,A,MF0220,СО,CТО Sollers F-CF,16,8,1504,100,1-2000,SOLLERS F-CF_E04_04
,,,A,MF0220,ТО,Техническое обслуживание,16,4,1504,100,2-2011,SOLLERS F-CF_E04_04
,,,A,MF0230,59,ТО1 рабочего оборудования,6,3,1504,100,2-706,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,61,ТО2 рабочего оборудования,22,11,1504,100,2-706,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,О1,Техническое обслуживание 1,2,5,1504,100,2-0235,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,О2,Техническое обслуживание 2,10,19,1504,100,2-0235,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,Р0,Текущий ремонт оборудования,"102,5",1,1504,100,2-706,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,СО,Сезонное ТО,15,21,1504,100,1-2000,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0230,ТР,Текущий ремонт по времени,0,32,1504,100,1-2007,ВС-28К НА Ш.КАМАЗ-532150_E04_04
,,,A,MF0235,О1,Техническое обслуживание 1,"3,4",1,1504,100,2-2005,ГАЗ-275200-0000404_E04_04
,,,A,MF0235,О2,Техническое обслуживание 2,"12,7",7,1504,100,2-2005,ГАЗ-275200-0000404_E04_04
,,,A,MF0235,РТ,Текущий ремонт по времени,0,32,1504,100,1-2007,ГАЗ-275200-0000404_E04_04
,,,A,MF0235,СО,Сезонное ТО,"15,3",10,1504,100,1-2000,ГАЗ-275200-0000404_E04_04
,,,A,MF0260,КР,Капитальный ремонт  КМ 120000,0,0,1504,100,2-0301,КАМАЗ-65111-62 КМ-600_E04_04
,,,A,MF0260,О1,ТО1 КАМАЗ 740 - СТ,5,2,1504,100,2-0235,КАМАЗ-65111-62 КМ-600_E04_04
,,,A,MF0260,О2,ТО2 КАМАЗ 740 - СТ,19,10,1504,100,2-0235,КАМАЗ-65111-62 КМ-600_E04_04
,,,A,MF0260,РТ,Текущий ремонт по времени,"17,5",40,1504,100,1-2007,КАМАЗ-65111-62 КМ-600_E04_04
,,,A,MF0260,СО,СТО КАМАЗ 740 - СТ,21,15,1504,100,1-2000,КАМАЗ-65111-62 КМ-600_E04_04
,,,A,MF0260,ТР,Текущий ремонт по времени,0,40,1504,100,1-2007,
,,,A,MF0270,О1,ТО1 КО-440-4К1 на ш.КАМАЗ-43253,4,1,1504,100,2-0235,КО-440-4К1 на ш.КАМАЗ-43253_E04_04
,,,A,MF0270,О2,ТО2 КО-440-4К1 на ш.КАМАЗ-43253,16,8,1504,100,2-0235,КО-440-4К1 на ш.КАМАЗ-43253_E04_04
,,,A,MF0270,РТ,Текущий ремонт по времени,"17,5",40,1504,100,1-2007,КО-440-4К1 НА Ш.КАМАЗ-43253_E04_04
,,,A,MF0270,СО,СТО КО-440-4К1 на ш.КАМАЗ-43253,18,12,1504,100,1-2000,КО-440-4К1 на ш.КАМАЗ-43253_E04_04
,,,A,MF0272,О1,Техническое обслуживание 1,5,2,1504,100,2-0235,КО-505А НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0272,О2,Техническое обслуживание 2,19,10,1504,100,2-0235,КО-505А НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0272,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,КО-505А НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0272,СО,Сезонное ТО,21,15,1504,100,1-2000,КО-505А НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0277,О1,Техническое обслуживание 1,2,5,1504,100,2-0235,КО-829Б НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0277,О2,Техническое обслуживание 2,10,19,1504,100,2-0235,КО-829Б НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0277,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,КО-829Б НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0277,СО,Сезонное ТО,15,21,1504,100,1-2000,КО-829Б НА Ш.КАМАЗ-65115_E04_04
,,,A,MF0279,О1,Техническое обслуживание 1,"4,1",1,1504,100,2-0235,ЛАБ.6614В2 Ш.УРАЛ 4320-1151-61_E04_04
,,,A,MF0279,О2,Техническое обслуживание 2,"15,8",8,1504,100,2-0235,ЛАБ.6614В2 Ш.УРАЛ 4320-1151-61_E04_04
,,,A,MF0279,РТ,Текущий ремонт по времени,0,40,1504,100,1-2007,ЛАБ.6614В2 Ш.УРАЛ 4320-1151-61_E04_04
,,,A,MF0279,СО,Сезонное ТО,"17,4",12,1504,100,1-2000,ЛАБ.6614В2 Ш.УРАЛ 4320-1151-61_E04_04
,,,A,MF0294,О1,Техническое обслуживание 1,3,1,1504,100,2-0236,СМП НА Ш.УАЗ-39623_E04_04
,,,A,MF0294,О2,Техническое обслуживание 2,13,5,1504,100,2-0236,СМП НА Ш.УАЗ-39623_E04_04
,,,A,MF0294,РТ,Текущий ремонт,0,1,1504,100,1-2007,СМП НА Ш.УАЗ-39623_E04_04
,,,A,MF0294,СО,Сезонное ТО,15,7,1504,100,1-2000,СМП НА Ш.УАЗ-39623_E04_04
,,,A,MF0303,О1,ТО1 Чайка-сервис 3784,4,1,1504,100,2-0237,Чайка-сервис 3784UR_E04_04
,,,A,MF0303,О2,ТО2 Чайка-сервис 3784,15,"7,5",1504,100,2-0237,Чайка-сервис 3784UR_E04_04
,,,A,MF0303,РТ,Текущий ремонт по времени,"4,6",32,1504,100,1-2007,ЧАЙКА-СЕРВИС 3784UR_E04_04
,,,A,MF0303,СО,СТО Чайка-сервис 3784,45,22,1504,100,1-2000,Чайка-сервис 3784UR_E04_04
,,,A,MF0303,ТО,Техническое обслуживание,26,15,1504,100,2-0303,Чайка-сервис 3784UR_E04_04
,,,A,MF0322,О1,ТО п/прицеп,4,2,1504,100,,981310_E04_06
,,,A,MF0322,РТ,Текущий ремонт,0,2,1504,100,1-2007,981310_E04_06
,,,A,MF0322,СО,СТО п/прицеп,8,4,1504,100,,981310_E04_06
,,,A,MF0346,О1,ТО п/прицеп,4,2,1504,100,,ППЦ 96681_E04_06
,,,A,MF0346,СО,СТО ППЦ,4,2,1504,100,,ППЦ 96681_E04_06
,,,A,MF0353,О1,ТО п/прицеп,4,2,1504,100,,ТСП 9416-0000030_E04_06
,,,A,MF0353,СО,CТО п/прицеп,8,4,1504,100,,ТСП 9416-0000030_E04_06
,,,A,MF0369,О1,Техническое обслуживание 1,8,4,1504,100,2-0117,Б10М.0101ЕН_E05_02
,,,A,MF0369,О2,Техническое обслуживание 2,24,8,1504,100,2-0117,
,,,A,MF0369,О3,Техническое обслуживание 3,82,22,1504,100,2-0117,Б10М.0101ЕН_E05_02
,,,A,MF0369,РТ,Текущий ремонт по времени,0,0,1504,100,1-2007,Б10М.0101ЕН_E05_02
,,,A,MF0369,СО,Сезонное ТО,50,14,1504,100,1-2000,Б10М.0101ЕН_E05_02
,,,A,MF0839,59,ТО1 рабочего оборудования,8,4,1504,100,2-706,DEMAG AC 140C_E17_02
,,,A,MF0839,61,ТО2 рабочего оборудования,27,14,1504,100,2-706,DEMAG AC 140C_E17_02
,,,A,MF0839,О1,ТО Demag AC 140C,8,6,1504,100,2-0237,DEMAG AC 140C_E17_02
,,,A,MF0839,О2,ТО2 Demag AC 140C,10,9,1504,100,2-0237,DEMAG AC 140C_E17_02
,,,A,MF0839,Р0,Текущий ремонт оборудования,"102,5",1,1504,100,2-706,DEMAG AC 140C_E17_02
,,,A,MF0839,РТ,Текущий ремонт по времени,0,130,1504,100,1-2007,
,,,A,MF0839,СО,CТО Demag AC 140C,52,27,1504,100,1-2000,DEMAG AC 140C_E17_02
,,,A,MF0839,ТР,ТР Demag AC 140C,0,0,1504,100,1-2007,DEMAG AC 140C_E17_02
,,,A,MF0849,59,ТО1 рабочего оборудования,8,4,1504,100,2-706,КС-45717К-3_E17_02
,,,A,MF0849,61,ТО2 рабочего оборудования,27,14,1504,100,2-706,КС-45717К-3_E17_02
,,,A,MF0849,О1,ТО1 КС-45717,4,1,1504,100,2-0237,КС-45717К-3_E17_02
,,,A,MF0849,О2,ТО2 КС-45717,15,8,1504,100,2-0237,КС-45717К-3_E17_02
,,,A,MF0849,Р0,Текущий ремонт по времени,"102,5",1,1504,100,2-706,КС-45717К-3_E17_02
,,,A,MF0849,РТ,Текущий ремонт по времени,0,43,1504,100,1-2007,КС-45717К-3_E17_02
,,,A,MF0849,СО,СТО КС-45717,30,17,1504,100,1-2000,КС-45717К-3_E17_02
,,,A,MF0857,59,ТО1 рабочего оборудования,8,4,1504,100,2-706,КС-5576К_E17_02
