Ед. оборудов.,Техместо,Тип техкарты,Группа,СчтГрупТехкарт,Группа_СчетГруппТехкарт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Описание,Завод,Гр. плановиков,Стратегия,Внешний ид.,Метка удаления,Монтажный узел,Статус,Дата изменения,Дата создания,Рабочее место,Завод РабМесто,Действит. с,ИндУдаления
,,A,13,1,13_1,"3,000","1,500",КР,1100,200,1-0231,,X,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,14,1,14_1,"1,000","0,500",ТР,1100,200,1-0231,,X,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,15,1,15_1,"1,000","1,000",ТО,1100,200,1-0231,,X,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,16,1,16_1,"3,000","1,500",КР,1100,200,1-0231,,,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,17,1,17_1,"1,000","0,500",ТР,1100,200,1-0231,,,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,18,1,18_1,"1,000","1,000",ТО,1100,200,1-0231,,,960001671,4,9/15/2021,9/15/2021,KBE-TIP,1100,6/1/2019,
,,A,A0000001,6,A0000001_6,"24,000","12,000",КР главной передачи,1100,100,2-0561,42843_25235,,960000001,5,7/6/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,70,A0000001_70,"88,500","51,700",ТР двигателя,1100,100,2-0573,42039_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,87,A0000001_87,"17,000","14,000",ТР электрооборудования,1100,100,2-0260,42042_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ГЗ,A0000001_ГЗ,"20,000","10,000",Замена главной передачи,1100,100,2-0561,48772_25235,,960000001,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗБ,A0000001_ЗБ,"0,000","0,000",Замена бортовых редукторов,1100,100,2-0521,50497_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗГ,A0000001_ЗГ,"133,700","85,999",Замена гидротрансформатора,1100,100,2-0169,42047_25235,,960000001,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗД,A0000001_ЗД,"214,500","107,500",Замена двигателя,1100,100,2-0573,42044_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗЗ,A0000001_ЗЗ,"77,800","33,800",Замена кузова,1100,100,2-0569,42043_25235,,960000001,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗК,A0000001_ЗК,"59,500","36,500",Замена коробки передач,1100,100,2-0562,42046_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗП,A0000001_ЗП,"72,000","34,500",Замена конечной передачи,1100,100,2-0258,42045_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ЗС,A0000001_ЗС,"19,700","14,000",Замена колеса,1100,100,2-0286,42048_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О1,A0000001_О1,"7,300","4,500",Техническое обслуживание 1,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 1 785C,,960000001,4,2/24/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О2,A0000001_О2,"9,200","5,500",Техническое обслуживание 2,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 2 785C,,960000001,4,2/24/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О3,A0000001_О3,"13,500","7,700",Техническое обслуживание 3,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 3 785C,,960000001,4,2/24/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О4,A0000001_О4,"19,800","12,900",Техническое обслуживание 4,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 4 785C,,960000001,4,2/24/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О5,A0000001_О5,"15,600","8,800",Техническое обслуживание 5,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 5 785C,,960000001,4,2/25/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,О6,A0000001_О6,"21,800","13,900",Техническое обслуживание 6,1100,100,2-0387,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 6 785C,,960000001,4,2/25/2022,2/25/2022,KBE-TIP,1100,2/25/2022,
,,A,A0000001,ТО,A0000001_ТО,"10,500","10,500",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ 785C_E01_01,,960000001,5,3/1/2022,2/12/2022,KBE-TIP,1100,2/12/2022,
,,A,A0000001,ТП,A0000001_ТП,"46,000","18,000",ТР пневмосистемы,1100,100,2-0261,42041_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000001,ТР,A0000001_ТР,"15,000","15,000",Текущий ремонт,1100,100,2-0869,ТЕКУЩИЙ РЕМОНТ 785C,,960000001,4,2/28/2022,3/30/2021,KBE-TIP,1100,3/30/2021,
,,A,A0000001,ТУ,A0000001_ТУ,"92,000","45,000",ТР рулевого управления,1100,100,2-0262,42040_25235,,960000001,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,6,A0000002_6,"150,000","85,000",КР главной передачи,1100,100,2-0547,48775_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,69,A0000002_69,"67,000","26,000",ТР гидросистемы,1100,100,2-0266,41502_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ГЗ,A0000002_ГЗ,"42,000","21,000",Замена главной передачи,1100,100,2-0547,48779_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗБ,A0000002_ЗБ,"0,000","0,000",Замена бортовых редукторов,1100,100,2-0521,50495_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗГ,A0000002_ЗГ,"44,000","22,000",Замена гидротрансформатора,1100,100,2-0508,48780_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗД,A0000002_ЗД,"269,500","122,700",Замена двигателя,1100,100,2-0370,41505_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗЗ,A0000002_ЗЗ,"66,800","27,300",Замена кузова,1100,100,2-0569,41504_28993,,960000002,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗК,A0000002_ЗК,"206,200","96,700",Замена коробки передач,1100,100,2-0656,41507_28993,,960000002,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗП,A0000002_ЗП,"80,600","37,800",Замена конечной передачи,1100,100,2-0258,41506_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ЗС,A0000002_ЗС,"19,700","14,000",Замена колеса,1100,100,2-0286,41508_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,О1,A0000002_О1,"11,300","10,800",Техническое обслуживание 1,1100,100,2-0396,41497_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,О2,A0000002_О2,"15,200","14,200",Техническое обслуживание 2,1100,100,2-0396,41498_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,О3,A0000002_О3,"21,600","20,400",Техническое обслуживание 3,1100,100,2-0396,41499_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,О4,A0000002_О4,"35,900","29,200",Техническое обслуживание 4,1100,100,2-0396,41500_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,О5,A0000002_О5,"119,500","74,300",Техническое обслуживание 5,1100,100,2-0396,41501_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000002,ТО,A0000002_ТО,"10,500","10,500",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ HD1500-8_E01_01,,960000002,4,2/17/2022,2/12/2022,KBE-TIP,1100,2/12/2022,
,,A,A0000002,ТР,A0000002_ТР,"15,000","15,000",Текущий ремонт,1100,100,2-0869,ТЕКУЩИЙ РЕМОНТ HD1500-8,,960000002,4,2/28/2022,4/1/2021,KBE-TIP,1100,4/1/2021,
,,A,A0000002,ТУ,A0000002_ТУ,"130,900","58,700",ТР рулевого управления,1100,100,2-0262,41503_28993,,960000002,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,6,A0000003_6,"60,000","30,000",КР главной передачи,1100,100,2-0561,48783_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,27,A0000003_27,"72,000","36,000",КР навесного оборудования,1100,100,1-0211,48787_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,69,A0000003_69,"39,000","19,500",ТР гидросистемы,1100,100,2-0266,41693_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,70,A0000003_70,"110,500","60,500",ТР двигателя,1100,100,2-0551,41691_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,82,A0000003_82,"53,500","22,500",ТР трансмиссии,1100,100,2-0562,41696_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,87,A0000003_87,"16,000","8,000",ТР электрооборудования,1100,100,2-0265,41692_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ГЗ,A0000003_ГЗ,"12,000","6,000",Замена главной передачи,1100,100,2-0561,48790_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗБ,A0000003_ЗБ,"0,000","0,000",Замена бортовых редукторов,1100,100,2-0521,50496_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗГ,A0000003_ЗГ,"36,000","18,000",Замена гидротрансформатора,1100,100,2-0529,48789_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗД,A0000003_ЗД,"222,000","99,500",Замена двигателя,1100,100,2-0551,41698_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗЗ,A0000003_ЗЗ,"46,800","24,800",Замена кузова,1100,100,2-0569,41697_26400,,960000003,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗК,A0000003_ЗК,"146,700","72,200",Замена коробки передач,1100,100,2-0562,41700_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗП,A0000003_ЗП,"67,000","32,500",Замена конечной передачи,1100,100,2-0258,41699_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ЗС,A0000003_ЗС,"12,100","8,800",Замена колеса,1100,100,2-0286,41701_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,О1,A0000003_О1,"20,600","19,600",Техническое обслуживание 1,1100,100,2-0387,41686_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,О2,A0000003_О2,"25,100","24,100",Техническое обслуживание 2,1100,100,2-0387,41687_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,О3,A0000003_О3,"53,700","40,700",Техническое обслуживание 3,1100,100,2-0387,41688_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,О4,A0000003_О4,"110,000","81,000",Техническое обслуживание 4,1100,100,2-0387,41689_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ТО,A0000003_ТО,"7,000","7,000",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ HD785-5_E01_01,,960000003,4,2/14/2022,2/4/2022,KBE-TIP,1100,2/4/2022,
,,A,A0000003,ТП,A0000003_ТП,"47,000","29,000",ТР пневмосистемы,1100,100,2-0261,41695_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ТР,A0000003_ТР,"15,000","15,000",Текущий ремонт,1100,100,2-0869,ТЕКУЩИЙ РЕМОНТ HD785-5,,960000003,4,2/28/2022,2/28/2022,KBE-TIP,1100,2/28/2022,
,,A,A0000003,ТС,A0000003_ТС,"41,600","22,800",ТР ступицы,1100,100,2-0263,41690_26400,,960000003,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000003,ТУ,A0000003_ТУ,"302,100","135,300",ТР рулевого управления,1100,100,2-0262,41694_26400,,960000003,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,27,A0000005_27,"56,000","28,000",КР навесного оборудования,1100,100,1-0211,47958_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,ЕО,A0000005_ЕО,"0,300","0,300",Ежесменное ТО,1100,100,1-2000,49364_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,Н1,A0000005_Н1,"9,300","4,700",Начальное ТО на 100,1100,100,2-0501,47951_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,О1,A0000005_О1,"21,000","6,000",Техническое обслуживание 1,1100,100,2-0379,47952_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,О2,A0000005_О2,"32,000","8,000",Техническое обслуживание 2,1100,100,2-0379,47953_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,О3,A0000005_О3,"35,000","10,000",Техническое обслуживание 3,1100,100,2-0379,47954_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,О4,A0000005_О4,"21,300","6,100",Техническое обслуживание 4,1100,100,2-0379,47955_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,О5,A0000005_О5,"32,300","9,200",Техническое обслуживание 5,1100,100,2-0379,47956_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000005,ТР,A0000005_ТР,"80,000","20,000",Текущий ремонт,1100,100,1-0200,47957_26204,,960000005,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,6,A0000007_6,"60,000","60,000",КР главной передачи,1100,100,2-0609,47996_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,10,A0000007_10,"72,000","72,000",КР двигателя,1100,100,2-0608,47997_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,24,A0000007_24,"96,000","96,000",КР коробки передач,1100,100,2-0610,47995_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,27,A0000007_27,"48,000","24,000",КР навесного оборудования,1100,100,1-0211,47998_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,ГЗ,A0000007_ГЗ,"5,200","2,600",Замена главной передачи,1100,100,2-0609,48000_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,ЕО,A0000007_ЕО,"0,300","0,300",Ежесменное ТО,1100,100,1-2000,49367_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,ЗД,A0000007_ЗД,"15,100","7,800",Замена двигателя,1100,100,2-0608,48001_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,ЗК,A0000007_ЗК,"11,700","5,900",Замена коробки передач,1100,100,2-0610,47999_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,Н1,A0000007_Н1,"20,000","10,000",Начальное ТО на 100,1100,100,2-0501,47985_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О1,A0000007_О1,"11,000","6,000",Техническое обслуживание 1,1100,100,2-0607,47987_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О2,A0000007_О2,"16,000","8,000",Техническое обслуживание 2,1100,100,2-0607,47988_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О3,A0000007_О3,"22,000","11,000",Техническое обслуживание 3,1100,100,2-0607,47989_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О4,A0000007_О4,"23,000","11,500",Техническое обслуживание 4,1100,100,2-0607,47990_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О5,A0000007_О5,"36,000","18,000",Техническое обслуживание 5,1100,100,2-0607,47991_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О6,A0000007_О6,"46,000","23,000",Техническое обслуживание 6,1100,100,2-0607,47992_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,О7,A0000007_О7,"37,000","18,500",Техническое обслуживание 7,1100,100,2-0607,47993_25181,,960000007,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000007,ТР,A0000007_ТР,"15,000","7,500",Текущий ремонт,1100,100,2-0869,ТЕКУЩИЙ РЕМОНТ БЕЛАЗ-76470,,960000007,4,3/2/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,34,A0000010_34,"477,000","456,000",КР ходовой части,1100,100,2-0481,48904_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,69,A0000010_69,"720,000","249,000",ТР гидросистемы,1100,100,2-0218,41515_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,70,A0000010_70,"50,000","42,400",ТР двигателя,1100,100,2-0687,41516_26012,,960000010,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,87,A0000010_87,"16,500","14,500",ТР электрооборудования,1100,100,2-0550,41514_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,ВЗ,A0000010_ВЗ,"32,000","27,000",Замена вращателя,1100,100,2-0618,48792_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,ЗД,A0000010_ЗД,"207,000","93,000",Замена двигателя,1100,100,2-0548,41519_26012,,960000010,4,4/23/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,О1,A0000010_О1,"4,300","4,000",Техническое обслуживание 1,1100,100,2-0396,41509_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,О2,A0000010_О2,"4,400","4,100",Техническое обслуживание 2,1100,100,2-0396,41510_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,О3,A0000010_О3,"9,500","8,050",Техническое обслуживание 3,1100,100,2-0396,41511_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,О4,A0000010_О4,"14,400","11,925",Техническое обслуживание 4,1100,100,2-0396,41512_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,О5,A0000010_О5,"16,200","12,775",Техническое обслуживание 5,1100,100,2-0396,41513_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,Р0,A0000010_Р0,"375,100","147,200",ТР рабочего оборудования,1100,100,2-0688,41518_26012,,960000010,4,6/30/2021,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000010,ТО,A0000010_ТО,"6,500","6,500",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ DML HP 1450_E02,,960000010,4,2/17/2022,2/12/2022,KBE-TIP,1100,2/12/2022,
,,A,A0000010,ТП,A0000010_ТП,"92,000","48,000",ТР пневмосистемы,1100,100,2-0273,41517_26012,,960000010,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,34,A0000011_34,"400,000","400,000",КР ходовой части,1100,100,2-0481,48796_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,69,A0000011_69,"160,000","85,000",ТР гидросистемы,1100,100,2-0218,43080_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,70,A0000011_70,"44,000","36,400",ТР двигателя,1100,100,2-0548,43081_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,87,A0000011_87,"26,800","25,800",ТР электрооборудования,1100,100,2-0550,43079_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,ВЗ,A0000011_ВЗ,"20,000","17,000",Замена вращателя,1100,100,2-0598,48798_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,ЗД,A0000011_ЗД,"297,000","110,000",Замена двигателя,1100,100,2-0548,43084_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О1,A0000011_О1,"36,100","27,900",Техническое обслуживание 1,1100,100,2-0405,43072_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О2,A0000011_О2,"38,100","29,900",Техническое обслуживание 2,1100,100,2-0405,43073_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О3,A0000011_О3,"53,900","40,700",Техническое обслуживание 3,1100,100,2-0405,43074_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О4,A0000011_О4,"42,800","34,600",Техническое обслуживание 4,1100,100,2-0405,43075_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О5,A0000011_О5,"82,000","65,800",Техническое обслуживание 5,1100,100,2-0405,43076_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О6,A0000011_О6,"48,300","40,100",Техническое обслуживание 6,1100,100,2-0405,43077_27864,,960000011,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,О7,A0000011_О7,"84,000","67,800",Техническое обслуживание 7,1100,100,2-0405,43078_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,Р0,A0000011_Р0,"184,600","112,600",ТР рабочего оборудования,1100,100,2-0338,43083_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000011,ТО,A0000011_ТО,"5,000","5,000",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ SMARTROC D65-10,,960000011,4,2/17/2022,2/12/2022,KBE-TIP,1100,2/12/2022,
,,A,A0000011,ТП,A0000011_ТП,"171,000","88,000",ТР пневмосистемы,1100,100,2-0273,43082_27864,,960000011,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,69,A0000012_69,"590,400","154,600",ТР гидросистемы,1100,100,2-0252,42429_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,85,A0000012_85,"354,000","126,000",ТР ходовой части,1100,100,2-0254,42432_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,КР,A0000012_КР,"1 003,000","528,000",Капитальный ремонт,1100,100,2-0594,48799_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,О1,A0000012_О1,"90,200","51,000",Техническое обслуживание 1,1100,100,2-0594,42426_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,О2,A0000012_О2,"110,600","66,400",Техническое обслуживание 2,1100,100,2-0594,42427_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,О3,A0000012_О3,"271,400","133,200",Техническое обслуживание 3,1100,100,2-0594,42428_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,Р0,A0000012_Р0,"379,700","130,700",ТР рабочего оборудования,1100,100,2-0284,42431_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000012,ТО,A0000012_ТО,"8,000","8,000",Техническое обслуживание,1100,100,1-2011,ТО CИСТЕМЫ ПОЖАРОТУШЕНИЯ СБШ-250 МНА-32,,960000012,4,1/28/2022,1/26/2022,KBE-TIP,1100,1/26/2022,
,,A,A0000012,ТП,A0000012_ТП,"175,600","67,600",ТР пневмосистемы,1100,100,2-0283,42430_27713,,960000012,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000013,2,A0000013_2,"55,000","47,000",КР бортовых редукторов,1100,100,2-0521,48035_25963,,960000013,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000013,34,A0000013_34,"2 200,000","672,000",КР ходовой части,1100,100,2-0467,48037_25963,,960000013,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000013,ЕО,A0000013_ЕО,"0,500","0,500",Ежесменное ТО,1100,100,1-2000,49354_25963,,960000013,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000013,ЗБ,A0000013_ЗБ,"44,000","22,000",Замена бортовых редукторов,1100,100,2-0521,48040_25963,,960000013,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0000013,ЗД,A0000013_ЗД,"98,000","49,000",Замена двигателя,1100,100,2-0548,48039_25963,,960000013,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
